'Elapsed time','MLII'
'0:39.078',2.610
'0:39.081',2.550
'0:39.083',2.445
'0:39.086',2.335
'0:39.089',2.230
'0:39.092',2.150
'0:39.094',2.075
'0:39.097',1.980
'0:39.100',1.885
'0:39.103',1.770
'0:39.106',1.645
'0:39.108',1.495
'0:39.111',1.325
'0:39.114',1.165
'0:39.117',1.010
'0:39.119',0.845
'0:39.122',0.710
'0:39.125',0.570
'0:39.128',0.395
'0:39.131',0.235
'0:39.133',0.085
'0:39.136',-0.030
'0:39.139',-0.140
'0:39.142',-0.250
'0:39.144',-0.380
'0:39.147',-0.490
'0:39.150',-0.585
'0:39.153',-0.660
'0:39.156',-0.690
'0:39.158',-0.695
'0:39.161',-0.760
'0:39.164',-0.860
'0:39.167',-0.990
'0:39.169',-1.125
'0:39.172',-1.245
'0:39.175',-1.335
'0:39.178',-1.445
'0:39.181',-1.560
'0:39.183',-1.670
'0:39.186',-1.725
'0:39.189',-1.680
'0:39.192',-1.600
'0:39.194',-1.490
'0:39.197',-1.410
'0:39.200',-1.325
'0:39.203',-1.230
'0:39.206',-1.130
'0:39.208',-1.055
'0:39.211',-1.000
'0:39.214',-0.930
'0:39.217',-0.880
'0:39.219',-0.855
'0:39.222',-0.840
'0:39.225',-0.825
'0:39.228',-0.790
'0:39.231',-0.770
'0:39.233',-0.760
'0:39.236',-0.765
'0:39.239',-0.745
'0:39.242',-0.700
'0:39.244',-0.640
'0:39.247',-0.580
'0:39.250',-0.525
'0:39.253',-0.470
'0:39.256',-0.410
'0:39.258',-0.345
'0:39.261',-0.275
'0:39.264',-0.215
'0:39.267',-0.165
'0:39.269',-0.120
'0:39.272',-0.090
'0:39.275',-0.025
'0:39.278',0.045
'0:39.281',0.105
'0:39.283',0.155
'0:39.286',0.185
'0:39.289',0.230
'0:39.292',0.285
'0:39.294',0.320
'0:39.297',0.330
'0:39.300',0.330
'0:39.303',0.325
'0:39.306',0.340
'0:39.308',0.390
'0:39.311',0.455
'0:39.314',0.500
'0:39.317',0.525
'0:39.319',0.500
'0:39.322',0.490
'0:39.325',0.500
'0:39.328',0.510
'0:39.331',0.520
'0:39.333',0.530
'0:39.336',0.540
'0:39.339',0.585
'0:39.342',0.605
'0:39.344',0.625
'0:39.347',0.650
'0:39.350',0.680
'0:39.353',0.720
'0:39.356',0.745
'0:39.358',0.765
'0:39.361',0.775
'0:39.364',0.800
'0:39.367',0.835
'0:39.369',0.870
'0:39.372',0.905
'0:39.375',0.940
'0:39.378',0.965
'0:39.381',0.985
'0:39.383',0.980
'0:39.386',1.005
'0:39.389',1.055
'0:39.392',1.105
'0:39.394',1.150
'0:39.397',1.185
'0:39.400',1.195
'0:39.403',1.190
'0:39.406',1.145
'0:39.408',1.130
'0:39.411',1.110
'0:39.414',1.160
'0:39.417',1.185
'0:39.419',1.200
'0:39.422',1.235
'0:39.425',1.235
'0:39.428',1.240
'0:39.431',1.240
'0:39.433',1.240
'0:39.436',1.210
'0:39.439',1.205
'0:39.442',1.200
'0:39.444',1.200
'0:39.447',1.165
'0:39.450',1.135
'0:39.453',1.090
'0:39.456',1.085
'0:39.458',1.080
'0:39.461',1.075
'0:39.464',1.030
'0:39.467',0.985
'0:39.469',0.970
'0:39.472',0.950
'0:39.475',0.930
'0:39.478',0.910
'0:39.481',0.860
'0:39.483',0.795
'0:39.486',0.725
'0:39.489',0.660
'0:39.492',0.635
'0:39.494',0.590
'0:39.497',0.550
'0:39.500',0.495
'0:39.503',0.465
'0:39.506',0.455
'0:39.508',0.435
'0:39.511',0.395
'0:39.514',0.355
'0:39.517',0.315
'0:39.519',0.300
'0:39.522',0.285
'0:39.525',0.280
'0:39.528',0.275
'0:39.531',0.280
'0:39.533',0.285
'0:39.536',0.285
'0:39.539',0.285
'0:39.542',0.285
'0:39.544',0.270
'0:39.547',0.235
'0:39.550',0.215
'0:39.553',0.220
'0:39.556',0.260
'0:39.558',0.280
'0:39.561',0.260
'0:39.564',0.210
'0:39.567',0.170
'0:39.569',0.150
'0:39.572',0.160
'0:39.575',0.150
'0:39.578',0.110
'0:39.581',0.085
'0:39.583',0.090
'0:39.586',0.110
'0:39.589',0.135
'0:39.592',0.145
'0:39.594',0.135
'0:39.597',0.085
'0:39.600',0.065
'0:39.603',0.045
'0:39.606',0.045
'0:39.608',0.045
'0:39.611',0.030
'0:39.614',0.005
'0:39.617',-0.010
'0:39.619',-0.025
'0:39.622',-0.040
'0:39.625',-0.070
'0:39.628',-0.105
'0:39.631',-0.135
'0:39.633',-0.150
'0:39.636',-0.165
'0:39.639',-0.185
'0:39.642',-0.195
'0:39.644',-0.210
'0:39.647',-0.230
'0:39.650',-0.250
'0:39.653',-0.260
'0:39.656',-0.260
'0:39.658',-0.245
'0:39.661',-0.230
'0:39.664',-0.230
'0:39.667',-0.230
'0:39.669',-0.230
'0:39.672',-0.250
'0:39.675',-0.255
'0:39.678',-0.260
'0:39.681',-0.250
'0:39.683',-0.270
'0:39.686',-0.280
'0:39.689',-0.265
'0:39.692',-0.250
'0:39.694',-0.240
'0:39.697',-0.255
'0:39.700',-0.285
'0:39.703',-0.305
'0:39.706',-0.290
'0:39.708',-0.280
'0:39.711',-0.255
'0:39.714',-0.240
'0:39.717',-0.245
'0:39.719',-0.270
'0:39.722',-0.290
'0:39.725',-0.265
'0:39.728',-0.280
'0:39.731',-0.285
'0:39.733',-0.280
'0:39.736',-0.270
'0:39.739',-0.250
'0:39.742',-0.260
'0:39.744',-0.290
'0:39.747',-0.320
'0:39.750',-0.310
'0:39.753',-0.290
'0:39.756',-0.255
'0:39.758',-0.240
'0:39.761',-0.250
'0:39.764',-0.280
'0:39.767',-0.320
'0:39.769',-0.330
'0:39.772',-0.310
'0:39.775',-0.295
'0:39.778',-0.285
'0:39.781',-0.280
'0:39.783',-0.295
'0:39.786',-0.295
'0:39.789',-0.285
'0:39.792',-0.265
'0:39.794',-0.265
'0:39.797',-0.270
'0:39.800',-0.295
'0:39.803',-0.315
'0:39.806',-0.295
'0:39.808',-0.260
'0:39.811',-0.250
'0:39.814',-0.255
'0:39.817',-0.270
'0:39.819',-0.300
'0:39.822',-0.295
'0:39.825',-0.275
'0:39.828',-0.275
'0:39.831',-0.295
'0:39.833',-0.305
'0:39.836',-0.305
'0:39.839',-0.275
'0:39.842',-0.235
'0:39.844',-0.245
'0:39.847',-0.270
'0:39.850',-0.280
'0:39.853',-0.280
'0:39.856',-0.265
'0:39.858',-0.240
'0:39.861',-0.225
'0:39.864',-0.215
'0:39.867',-0.220
'0:39.869',-0.235
'0:39.872',-0.225
'0:39.875',-0.220
'0:39.878',-0.205
'0:39.881',-0.210
'0:39.883',-0.235
'0:39.886',-0.255
'0:39.889',-0.245
'0:39.892',-0.230
'0:39.894',-0.205
'0:39.897',-0.215
'0:39.900',-0.210
'0:39.903',-0.200
'0:39.906',-0.160
'0:39.908',-0.135
'0:39.911',-0.135
'0:39.914',-0.140
'0:39.917',-0.155
'0:39.919',-0.130
'0:39.922',-0.055
'0:39.925',0.045
'0:39.928',0.180
'0:39.931',0.425
'0:39.933',0.905
'0:39.936',1.540
'0:39.939',2.175
'0:39.942',2.610
'0:39.944',2.695
'0:39.947',2.625
'0:39.950',2.540
'0:39.953',2.475
'0:39.956',2.425
'0:39.958',2.350
'0:39.961',2.245
'0:39.964',2.140
'0:39.967',2.040
'0:39.969',1.935
'0:39.972',1.850
'0:39.975',1.775
'0:39.978',1.665
'0:39.981',1.545
'0:39.983',1.410
'0:39.986',1.275
'0:39.989',1.135
'0:39.992',0.965
'0:39.994',0.760
'0:39.997',0.560
'0:40.000',0.370
'0:40.003',0.220
'0:40.006',0.075
'0:40.008',-0.060
'0:40.011',-0.190
'0:40.014',-0.310
'0:40.017',-0.405
'0:40.019',-0.470
'0:40.022',-0.515
'0:40.025',-0.545
'0:40.028',-0.560
'0:40.031',-0.590
'0:40.033',-0.670
'0:40.036',-0.795
'0:40.039',-0.935
'0:40.042',-1.035
'0:40.044',-1.140
'0:40.047',-1.250
'0:40.050',-1.385
'0:40.053',-1.495
'0:40.056',-1.570
'0:40.058',-1.565
'0:40.061',-1.500
'0:40.064',-1.430
'0:40.067',-1.360
'0:40.069',-1.280
'0:40.072',-1.170
'0:40.075',-1.070
'0:40.078',-1.020
'0:40.081',-1.020
'0:40.083',-1.015
'0:40.086',-1.000
'0:40.089',-0.950
'0:40.092',-0.920
'0:40.094',-0.890
'0:40.097',-0.885
'0:40.100',-0.880
'0:40.103',-0.890
'0:40.106',-0.880
'0:40.108',-0.845
'0:40.111',-0.815
'0:40.114',-0.785
'0:40.117',-0.720
'0:40.119',-0.665
'0:40.122',-0.600
'0:40.125',-0.535
'0:40.128',-0.470
'0:40.131',-0.430
'0:40.133',-0.390
'0:40.136',-0.330
'0:40.139',-0.255
'0:40.142',-0.170
'0:40.144',-0.105
'0:40.147',-0.050
'0:40.150',-0.020
'0:40.153',0.020
'0:40.156',0.070
'0:40.158',0.120
'0:40.161',0.135
'0:40.164',0.140
'0:40.167',0.145
'0:40.169',0.180
'0:40.172',0.215
'0:40.175',0.230
'0:40.178',0.220
'0:40.181',0.225
'0:40.183',0.235
'0:40.186',0.255
'0:40.189',0.295
'0:40.192',0.340
'0:40.194',0.375
'0:40.197',0.380
'0:40.200',0.335
'0:40.203',0.290
'0:40.206',0.300
'0:40.208',0.335
'0:40.211',0.380
'0:40.214',0.415
'0:40.217',0.425
'0:40.219',0.445
'0:40.222',0.490
'0:40.225',0.535
'0:40.228',0.555
'0:40.231',0.580
'0:40.233',0.620
'0:40.236',0.665
'0:40.239',0.700
'0:40.242',0.750
'0:40.244',0.785
'0:40.247',0.805
'0:40.250',0.830
'0:40.253',0.870
'0:40.256',0.940
'0:40.258',1.005
'0:40.261',1.055
'0:40.264',1.080
'0:40.267',1.095
'0:40.269',1.110
'0:40.272',1.145
'0:40.275',1.190
'0:40.278',1.215
'0:40.281',1.225
'0:40.283',1.215
'0:40.286',1.195
'0:40.289',1.175
'0:40.292',1.175
'0:40.294',1.165
'0:40.297',1.175
'0:40.300',1.170
'0:40.303',1.165
'0:40.306',1.165
'0:40.308',1.165
'0:40.311',1.170
'0:40.314',1.150
'0:40.317',1.130
'0:40.319',1.095
'0:40.322',1.050
'0:40.325',0.995
'0:40.328',0.945
'0:40.331',0.895
'0:40.333',0.860
'0:40.336',0.810
'0:40.339',0.765
'0:40.342',0.715
'0:40.344',0.665
'0:40.347',0.600
'0:40.350',0.525
'0:40.353',0.445
'0:40.356',0.380
'0:40.358',0.350
'0:40.361',0.295
'0:40.364',0.245
'0:40.367',0.175
'0:40.369',0.115
'0:40.372',0.070
'0:40.375',0.040
'0:40.378',0.015
'0:40.381',-0.010
'0:40.383',-0.045
'0:40.386',-0.095
'0:40.389',-0.125
'0:40.392',-0.140
'0:40.394',-0.165
'0:40.397',-0.190
'0:40.400',-0.230
'0:40.403',-0.240
'0:40.406',-0.235
'0:40.408',-0.240
'0:40.411',-0.245
'0:40.414',-0.285
'0:40.417',-0.305
'0:40.419',-0.320
'0:40.422',-0.320
'0:40.425',-0.315
'0:40.428',-0.350
'0:40.431',-0.375
'0:40.433',-0.390
'0:40.436',-0.390
'0:40.439',-0.380
'0:40.442',-0.370
'0:40.444',-0.370
'0:40.447',-0.390
'0:40.450',-0.390
'0:40.453',-0.380
'0:40.456',-0.375
'0:40.458',-0.380
'0:40.461',-0.405
'0:40.464',-0.435
'0:40.467',-0.445
'0:40.469',-0.450
'0:40.472',-0.415
'0:40.475',-0.410
'0:40.478',-0.410
'0:40.481',-0.430
'0:40.483',-0.440
'0:40.486',-0.455
'0:40.489',-0.440
'0:40.492',-0.430
'0:40.494',-0.420
'0:40.497',-0.415
'0:40.500',-0.420
'0:40.503',-0.415
'0:40.506',-0.440
'0:40.508',-0.455
'0:40.511',-0.460
'0:40.514',-0.460
'0:40.517',-0.450
'0:40.519',-0.440
'0:40.522',-0.400
'0:40.525',-0.375
'0:40.528',-0.370
'0:40.531',-0.385
'0:40.533',-0.400
'0:40.536',-0.410
'0:40.539',-0.405
'0:40.542',-0.390
'0:40.544',-0.375
'0:40.547',-0.385
'0:40.550',-0.380
'0:40.553',-0.390
'0:40.556',-0.380
'0:40.558',-0.370
'0:40.561',-0.350
'0:40.564',-0.330
'0:40.567',-0.345
'0:40.569',-0.385
'0:40.572',-0.410
'0:40.575',-0.420
'0:40.578',-0.405
'0:40.581',-0.395
'0:40.583',-0.385
'0:40.586',-0.370
'0:40.589',-0.355
'0:40.592',-0.340
'0:40.594',-0.345
'0:40.597',-0.360
'0:40.600',-0.375
'0:40.603',-0.370
'0:40.606',-0.360
'0:40.608',-0.340
'0:40.611',-0.335
'0:40.614',-0.340
'0:40.617',-0.345
'0:40.619',-0.360
'0:40.622',-0.350
'0:40.625',-0.340
'0:40.628',-0.330
'0:40.631',-0.350
'0:40.633',-0.355
'0:40.636',-0.335
'0:40.639',-0.320
'0:40.642',-0.330
'0:40.644',-0.370
'0:40.647',-0.380
'0:40.650',-0.355
'0:40.653',-0.330
'0:40.656',-0.310
'0:40.658',-0.275
'0:40.661',-0.280
'0:40.664',-0.295
'0:40.667',-0.305
'0:40.669',-0.310
'0:40.672',-0.305
'0:40.675',-0.290
'0:40.678',-0.275
'0:40.681',-0.275
'0:40.683',-0.270
'0:40.686',-0.280
'0:40.689',-0.270
'0:40.692',-0.270
'0:40.694',-0.265
'0:40.697',-0.265
'0:40.700',-0.255
'0:40.703',-0.265
'0:40.706',-0.250
'0:40.708',-0.265
'0:40.711',-0.280
'0:40.714',-0.295
'0:40.717',-0.300
'0:40.719',-0.290
'0:40.722',-0.260
'0:40.725',-0.225
'0:40.728',-0.225
'0:40.731',-0.225
'0:40.733',-0.230
'0:40.736',-0.210
'0:40.739',-0.170
'0:40.742',-0.175
'0:40.744',-0.185
'0:40.747',-0.195
'0:40.750',-0.200
'0:40.753',-0.200
'0:40.756',-0.190
'0:40.758',-0.175
'0:40.761',-0.140
'0:40.764',-0.100
'0:40.767',-0.055
'0:40.769',0.025
'0:40.772',0.140
'0:40.775',0.340
'0:40.778',0.760
'0:40.781',1.355
'0:40.783',1.985
'0:40.786',2.410
'0:40.789',2.570
'0:40.792',2.560
'0:40.794',2.480
'0:40.797',2.420
'0:40.800',2.350
'0:40.803',2.280
'0:40.806',2.200
'0:40.808',2.105
'0:40.811',1.995
'0:40.814',1.855
'0:40.817',1.735
'0:40.819',1.620
'0:40.822',1.530
'0:40.825',1.420
'0:40.828',1.265
'0:40.831',1.095
'0:40.833',0.935
'0:40.836',0.755
'0:40.839',0.575
'0:40.842',0.375
'0:40.844',0.175
'0:40.847',-0.020
'0:40.850',-0.210
'0:40.853',-0.390
'0:40.856',-0.540
'0:40.858',-0.670
'0:40.861',-0.775
'0:40.864',-0.870
'0:40.867',-0.960
'0:40.869',-1.035
'0:40.872',-1.080
'0:40.875',-1.130
'0:40.878',-1.205
'0:40.881',-1.305
'0:40.883',-1.390
'0:40.886',-1.485
'0:40.889',-1.590
'0:40.892',-1.705
'0:40.894',-1.820
'0:40.897',-1.925
'0:40.900',-1.985
'0:40.903',-1.985
'0:40.906',-1.890
'0:40.908',-1.710
'0:40.911',-1.550
'0:40.914',-1.410
'0:40.917',-1.270
'0:40.919',-1.160
'0:40.922',-1.070
'0:40.925',-1.005
'0:40.928',-0.965
'0:40.931',-0.935
'0:40.933',-0.920
'0:40.936',-0.880
'0:40.939',-0.845
'0:40.942',-0.825
'0:40.944',-0.780
'0:40.947',-0.760
'0:40.950',-0.745
'0:40.953',-0.725
'0:40.956',-0.660
'0:40.958',-0.595
'0:40.961',-0.515
'0:40.964',-0.415
'0:40.967',-0.330
'0:40.969',-0.230
'0:40.972',-0.140
'0:40.975',-0.060
'0:40.978',0.010
'0:40.981',0.060
'0:40.983',0.135
'0:40.986',0.245
'0:40.989',0.360
'0:40.992',0.490
'0:40.994',0.555
'0:40.997',0.595
'0:41.000',0.595
'0:41.003',0.610
'0:41.006',0.620
'0:41.008',0.645
'0:41.011',0.660
'0:41.014',0.695
'0:41.017',0.695
'0:41.019',0.735
'0:41.022',0.775
'0:41.025',0.770
'0:41.028',0.765
'0:41.031',0.755
'0:41.033',0.750
'0:41.036',0.735
'0:41.039',0.740
'0:41.042',0.750
'0:41.044',0.760
'0:41.047',0.770
'0:41.050',0.775
'0:41.053',0.785
'0:41.056',0.805
'0:41.058',0.805
'0:41.061',0.835
'0:41.064',0.840
'0:41.067',0.875
'0:41.069',0.895
'0:41.072',0.910
'0:41.075',0.945
'0:41.078',0.950
'0:41.081',0.975
'0:41.083',0.970
'0:41.086',1.000
'0:41.089',1.045
'0:41.092',1.080
'0:41.094',1.105
'0:41.097',1.135
'0:41.100',1.150
'0:41.103',1.180
'0:41.106',1.225
'0:41.108',1.245
'0:41.111',1.255
'0:41.114',1.245
'0:41.117',1.230
'0:41.119',1.240
'0:41.122',1.270
'0:41.125',1.280
'0:41.128',1.295
'0:41.131',1.280
'0:41.133',1.275
'0:41.136',1.255
'0:41.139',1.240
'0:41.142',1.225
'0:41.144',1.195
'0:41.147',1.165
'0:41.150',1.120
'0:41.153',1.090
'0:41.156',1.070
'0:41.158',1.045
'0:41.161',1.040
'0:41.164',1.000
'0:41.167',0.955
'0:41.169',0.875
'0:41.172',0.830
'0:41.175',0.790
'0:41.178',0.755
'0:41.181',0.705
'0:41.183',0.660
'0:41.186',0.590
'0:41.189',0.540
'0:41.192',0.500
'0:41.194',0.460
'0:41.197',0.420
'0:41.200',0.345
'0:41.203',0.275
'0:41.206',0.230
'0:41.208',0.205
'0:41.211',0.170
'0:41.214',0.115
'0:41.217',0.035
'0:41.219',-0.015
'0:41.222',-0.045
'0:41.225',-0.060
'0:41.228',-0.075
'0:41.231',-0.105
'0:41.233',-0.145
'0:41.236',-0.185
'0:41.239',-0.190
'0:41.242',-0.195
'0:41.244',-0.215
'0:41.247',-0.250
'0:41.250',-0.295
'0:41.253',-0.315
'0:41.256',-0.320
'0:41.258',-0.320
'0:41.261',-0.325
'0:41.264',-0.350
'0:41.267',-0.345
'0:41.269',-0.360
'0:41.272',-0.355
'0:41.275',-0.370
'0:41.278',-0.370
'0:41.281',-0.365
'0:41.283',-0.360
'0:41.286',-0.370
'0:41.289',-0.390
'0:41.292',-0.380
'0:41.294',-0.365
'0:41.297',-0.385
'0:41.300',-0.390
'0:41.303',-0.400
'0:41.306',-0.395
'0:41.308',-0.390
'0:41.311',-0.385
'0:41.314',-0.395
'0:41.317',-0.420
'0:41.319',-0.440
'0:41.322',-0.445
'0:41.325',-0.430
'0:41.328',-0.415
'0:41.331',-0.415
'0:41.333',-0.415
'0:41.336',-0.445
'0:41.339',-0.445
'0:41.342',-0.435
'0:41.344',-0.410
'0:41.347',-0.405
'0:41.350',-0.400
'0:41.353',-0.395
'0:41.356',-0.400
'0:41.358',-0.375
'0:41.361',-0.375
'0:41.364',-0.395
'0:41.367',-0.395
'0:41.369',-0.390
'0:41.372',-0.385
'0:41.375',-0.385
'0:41.378',-0.390
'0:41.381',-0.390
'0:41.383',-0.400
'0:41.386',-0.395
'0:41.389',-0.385
'0:41.392',-0.375
'0:41.394',-0.375
'0:41.397',-0.390
'0:41.400',-0.390
'0:41.403',-0.405
'0:41.406',-0.380
'0:41.408',-0.370
'0:41.411',-0.385
'0:41.414',-0.405
'0:41.417',-0.415
'0:41.419',-0.410
'0:41.422',-0.395
'0:41.425',-0.380
'0:41.428',-0.390
'0:41.431',-0.395
'0:41.433',-0.415
'0:41.436',-0.420
'0:41.439',-0.405
'0:41.442',-0.390
'0:41.444',-0.390
'0:41.447',-0.400
'0:41.450',-0.410
'0:41.453',-0.420
'0:41.456',-0.420
'0:41.458',-0.415
'0:41.461',-0.420
'0:41.464',-0.410
'0:41.467',-0.410
'0:41.469',-0.410
'0:41.472',-0.390
'0:41.475',-0.380
'0:41.478',-0.390
'0:41.481',-0.410
'0:41.483',-0.425
'0:41.486',-0.415
'0:41.489',-0.400
'0:41.492',-0.390
'0:41.494',-0.380
'0:41.497',-0.385
'0:41.500',-0.400
'0:41.503',-0.400
'0:41.506',-0.390
'0:41.508',-0.385
'0:41.511',-0.385
'0:41.514',-0.385
'0:41.517',-0.385
'0:41.519',-0.385
'0:41.522',-0.385
'0:41.525',-0.390
'0:41.528',-0.385
'0:41.531',-0.370
'0:41.533',-0.390
'0:41.536',-0.380
'0:41.539',-0.365
'0:41.542',-0.370
'0:41.544',-0.370
'0:41.547',-0.375
'0:41.550',-0.370
'0:41.553',-0.375
'0:41.556',-0.365
'0:41.558',-0.355
'0:41.561',-0.350
'0:41.564',-0.365
'0:41.567',-0.370
'0:41.569',-0.360
'0:41.572',-0.345
'0:41.575',-0.335
'0:41.578',-0.345
'0:41.581',-0.345
'0:41.583',-0.345
'0:41.586',-0.345
'0:41.589',-0.340
'0:41.592',-0.315
'0:41.594',-0.325
'0:41.597',-0.330
'0:41.600',-0.335
'0:41.603',-0.330
'0:41.606',-0.290
'0:41.608',-0.260
'0:41.611',-0.245
'0:41.614',-0.225
'0:41.617',-0.185
'0:41.619',-0.075
'0:41.622',0.145
'0:41.625',0.555
'0:41.628',1.190
'0:41.631',1.825
'0:41.633',2.155
'0:41.636',2.145
'0:41.639',2.005
'0:41.642',1.885
'0:41.644',1.810
'0:41.647',1.735
'0:41.650',1.625
'0:41.653',1.515
'0:41.656',1.425
'0:41.658',1.340
'0:41.661',1.260
'0:41.664',1.175
'0:41.667',1.110
'0:41.669',1.020
'0:41.672',0.930
'0:41.675',0.840
'0:41.678',0.715
'0:41.681',0.610
'0:41.683',0.470
'0:41.686',0.320
'0:41.689',0.175
'0:41.692',0.015
'0:41.694',-0.165
'0:41.697',-0.335
'0:41.700',-0.510
'0:41.703',-0.670
'0:41.706',-0.830
'0:41.708',-0.970
'0:41.711',-1.100
'0:41.714',-1.210
'0:41.717',-1.255
'0:41.719',-1.315
'0:41.722',-1.300
'0:41.725',-1.315
'0:41.728',-1.360
'0:41.731',-1.450
'0:41.733',-1.570
'0:41.736',-1.665
'0:41.739',-1.755
'0:41.742',-1.835
'0:41.744',-1.915
'0:41.747',-1.995
'0:41.750',-2.055
'0:41.753',-2.030
'0:41.756',-1.890
'0:41.758',-1.710
'0:41.761',-1.555
'0:41.764',-1.430
'0:41.767',-1.335
'0:41.769',-1.235
'0:41.772',-1.165
'0:41.775',-1.115
'0:41.778',-1.090
'0:41.781',-1.085
'0:41.783',-1.055
'0:41.786',-1.035
'0:41.789',-1.000
'0:41.792',-1.000
'0:41.794',-1.005
'0:41.797',-1.035
'0:41.800',-1.035
'0:41.803',-1.025
'0:41.806',-0.985
'0:41.808',-0.925
'0:41.811',-0.885
'0:41.814',-0.845
'0:41.817',-0.810
'0:41.819',-0.790
'0:41.822',-0.720
'0:41.825',-0.655
'0:41.828',-0.585
'0:41.831',-0.535
'0:41.833',-0.460
'0:41.836',-0.405
'0:41.839',-0.355
'0:41.842',-0.300
'0:41.844',-0.250
'0:41.847',-0.225
'0:41.850',-0.210
'0:41.853',-0.205
'0:41.856',-0.200
'0:41.858',-0.165
'0:41.861',-0.150
'0:41.864',-0.150
'0:41.867',-0.150
'0:41.869',-0.120
'0:41.872',-0.110
'0:41.875',-0.075
'0:41.878',-0.070
'0:41.881',-0.035
'0:41.883',-0.030
'0:41.886',-0.015
'0:41.889',0.025
'0:41.892',0.060
'0:41.894',0.090
'0:41.897',0.125
'0:41.900',0.140
'0:41.903',0.145
'0:41.906',0.205
'0:41.908',0.260
'0:41.911',0.290
'0:41.914',0.320
'0:41.917',0.350
'0:41.919',0.365
'0:41.922',0.410
'0:41.925',0.445
'0:41.928',0.480
'0:41.931',0.500
'0:41.933',0.530
'0:41.936',0.555
'0:41.939',0.590
'0:41.942',0.620
'0:41.944',0.645
'0:41.947',0.665
'0:41.950',0.680
'0:41.953',0.690
'0:41.956',0.720
'0:41.958',0.740
'0:41.961',0.740
'0:41.964',0.750
'0:41.967',0.755
'0:41.969',0.760
'0:41.972',0.760
'0:41.975',0.765
'0:41.978',0.760
'0:41.981',0.740
'0:41.983',0.725
'0:41.986',0.705
'0:41.989',0.695
'0:41.992',0.680
'0:41.994',0.660
'0:41.997',0.630
'0:42.000',0.585
'0:42.003',0.550
'0:42.006',0.540
'0:42.008',0.510
'0:42.011',0.460
'0:42.014',0.415
'0:42.017',0.385
'0:42.019',0.360
'0:42.022',0.325
'0:42.025',0.275
'0:42.028',0.225
'0:42.031',0.165
'0:42.033',0.105
'0:42.036',0.070
'0:42.039',0.045
'0:42.042',0.010
'0:42.044',-0.025
'0:42.047',-0.080
'0:42.050',-0.125
'0:42.053',-0.175
'0:42.056',-0.180
'0:42.058',-0.195
'0:42.061',-0.230
'0:42.064',-0.260
'0:42.067',-0.295
'0:42.069',-0.320
'0:42.072',-0.335
'0:42.075',-0.345
'0:42.078',-0.360
'0:42.081',-0.365
'0:42.083',-0.390
'0:42.086',-0.400
'0:42.089',-0.400
'0:42.092',-0.405
'0:42.094',-0.410
'0:42.097',-0.420
'0:42.100',-0.440
'0:42.103',-0.435
'0:42.106',-0.420
'0:42.108',-0.425
'0:42.111',-0.430
'0:42.114',-0.440
'0:42.117',-0.445
'0:42.119',-0.450
'0:42.122',-0.445
'0:42.125',-0.440
'0:42.128',-0.450
'0:42.131',-0.435
'0:42.133',-0.450
'0:42.136',-0.440
'0:42.139',-0.435
'0:42.142',-0.430
'0:42.144',-0.425
'0:42.147',-0.445
'0:42.150',-0.450
'0:42.153',-0.460
'0:42.156',-0.445
'0:42.158',-0.440
'0:42.161',-0.440
'0:42.164',-0.435
'0:42.167',-0.445
'0:42.169',-0.450
'0:42.172',-0.425
'0:42.175',-0.405
'0:42.178',-0.410
'0:42.181',-0.410
'0:42.183',-0.425
'0:42.186',-0.425
'0:42.189',-0.405
'0:42.192',-0.385
'0:42.194',-0.380
'0:42.197',-0.380
'0:42.200',-0.385
'0:42.203',-0.385
'0:42.206',-0.370
'0:42.208',-0.355
'0:42.211',-0.355
'0:42.214',-0.355
'0:42.217',-0.355
'0:42.219',-0.365
'0:42.222',-0.365
'0:42.225',-0.360
'0:42.228',-0.365
'0:42.231',-0.380
'0:42.233',-0.380
'0:42.236',-0.380
'0:42.239',-0.380
'0:42.242',-0.365
'0:42.244',-0.375
'0:42.247',-0.365
'0:42.250',-0.390
'0:42.253',-0.385
'0:42.256',-0.380
'0:42.258',-0.365
'0:42.261',-0.385
'0:42.264',-0.375
'0:42.267',-0.375
'0:42.269',-0.380
'0:42.272',-0.375
'0:42.275',-0.360
'0:42.278',-0.365
'0:42.281',-0.355
'0:42.283',-0.370
'0:42.286',-0.380
'0:42.289',-0.365
'0:42.292',-0.360
'0:42.294',-0.355
'0:42.297',-0.355
'0:42.300',-0.365
'0:42.303',-0.365
'0:42.306',-0.355
'0:42.308',-0.325
'0:42.311',-0.310
'0:42.314',-0.325
'0:42.317',-0.340
'0:42.319',-0.360
'0:42.322',-0.355
'0:42.325',-0.340
'0:42.328',-0.320
'0:42.331',-0.330
'0:42.333',-0.320
'0:42.336',-0.310
'0:42.339',-0.290
'0:42.342',-0.260
'0:42.344',-0.260
'0:42.347',-0.260
'0:42.350',-0.260
'0:42.353',-0.245
'0:42.356',-0.215
'0:42.358',-0.180
'0:42.361',-0.170
'0:42.364',-0.145
'0:42.367',-0.125
'0:42.369',-0.105
'0:42.372',-0.065
'0:42.375',-0.030
'0:42.378',-0.020
'0:42.381',0.005
'0:42.383',0.040
'0:42.386',0.075
'0:42.389',0.085
'0:42.392',0.075
'0:42.394',0.055
'0:42.397',0.030
'0:42.400',0.025
'0:42.403',0.020
'0:42.406',0.035
'0:42.408',0.060
'0:42.411',0.070
'0:42.414',0.050
'0:42.417',0.040
'0:42.419',0.020
