'Elapsed time','ECG I filtered'
'0:04.790',-0.045
'0:04.792',-0.045
'0:04.794',-0.040
'0:04.796',-0.035
'0:04.798',-0.035
'0:04.800',-0.035
'0:04.802',-0.035
'0:04.804',-0.035
'0:04.806',-0.040
'0:04.808',-0.040
'0:04.810',-0.045
'0:04.812',-0.050
'0:04.814',-0.055
'0:04.816',-0.055
'0:04.818',-0.055
'0:04.820',-0.055
'0:04.822',-0.050
'0:04.824',-0.050
'0:04.826',-0.045
'0:04.828',-0.040
'0:04.830',-0.035
'0:04.832',-0.035
'0:04.834',-0.035
'0:04.836',-0.035
'0:04.838',-0.035
'0:04.840',-0.035
'0:04.842',-0.035
'0:04.844',-0.035
'0:04.846',-0.035
'0:04.848',-0.035
'0:04.850',-0.040
'0:04.852',-0.040
'0:04.854',-0.045
'0:04.856',-0.045
'0:04.858',-0.050
'0:04.860',-0.050
'0:04.862',-0.045
'0:04.864',-0.045
'0:04.866',-0.040
'0:04.868',-0.035
'0:04.870',-0.030
'0:04.872',-0.025
'0:04.874',-0.030
'0:04.876',-0.030
'0:04.878',-0.040
'0:04.880',-0.045
'0:04.882',-0.055
'0:04.884',-0.065
'0:04.886',-0.065
'0:04.888',-0.065
'0:04.890',-0.065
'0:04.892',-0.055
'0:04.894',-0.045
'0:04.896',-0.030
'0:04.898',-0.020
'0:04.900',-0.015
'0:04.902',-0.010
'0:04.904',-0.010
'0:04.906',-0.015
'0:04.908',-0.020
'0:04.910',-0.025
'0:04.912',-0.030
'0:04.914',-0.035
'0:04.916',-0.035
'0:04.918',-0.030
'0:04.920',-0.030
'0:04.922',-0.030
'0:04.924',-0.030
'0:04.926',-0.035
'0:04.928',-0.040
'0:04.930',-0.050
'0:04.932',-0.055
'0:04.934',-0.060
'0:04.936',-0.060
'0:04.938',-0.055
'0:04.940',-0.050
'0:04.942',-0.040
'0:04.944',-0.035
'0:04.946',-0.030
'0:04.948',-0.030
'0:04.950',-0.035
'0:04.952',-0.040
'0:04.954',-0.050
'0:04.956',-0.060
'0:04.958',-0.070
'0:04.960',-0.075
'0:04.962',-0.075
'0:04.964',-0.070
'0:04.966',-0.065
'0:04.968',-0.060
'0:04.970',-0.060
'0:04.972',-0.055
'0:04.974',-0.055
'0:04.976',-0.055
'0:04.978',-0.055
'0:04.980',-0.055
'0:04.982',-0.055
'0:04.984',-0.050
'0:04.986',-0.050
'0:04.988',-0.045
'0:04.990',-0.045
'0:04.992',-0.045
'0:04.994',-0.045
'0:04.996',-0.045
'0:04.998',-0.050
'0:05.000',-0.055
'0:05.002',-0.060
'0:05.004',-0.065
'0:05.006',-0.065
'0:05.008',-0.070
'0:05.010',-0.075
'0:05.012',-0.075
'0:05.014',-0.075
'0:05.016',-0.075
'0:05.018',-0.070
'0:05.020',-0.065
'0:05.022',-0.060
'0:05.024',-0.055
'0:05.026',-0.050
'0:05.028',-0.045
'0:05.030',-0.045
'0:05.032',-0.045
'0:05.034',-0.050
'0:05.036',-0.060
'0:05.038',-0.070
'0:05.040',-0.080
'0:05.042',-0.090
'0:05.044',-0.095
'0:05.046',-0.095
'0:05.048',-0.095
'0:05.050',-0.090
'0:05.052',-0.080
'0:05.054',-0.070
'0:05.056',-0.060
'0:05.058',-0.055
'0:05.060',-0.050
'0:05.062',-0.045
'0:05.064',-0.050
'0:05.066',-0.055
'0:05.068',-0.060
'0:05.070',-0.070
'0:05.072',-0.080
'0:05.074',-0.085
'0:05.076',-0.090
'0:05.078',-0.085
'0:05.080',-0.085
'0:05.082',-0.075
'0:05.084',-0.070
'0:05.086',-0.060
'0:05.088',-0.050
'0:05.090',-0.045
'0:05.092',-0.040
'0:05.094',-0.035
'0:05.096',-0.035
'0:05.098',-0.030
'0:05.100',-0.025
'0:05.102',-0.020
'0:05.104',-0.010
'0:05.106',-0.005
'0:05.108',0.000
'0:05.110',0.005
'0:05.112',0.005
'0:05.114',0.000
'0:05.116',-0.005
'0:05.118',-0.010
'0:05.120',-0.015
'0:05.122',-0.020
'0:05.124',-0.025
'0:05.126',-0.025
'0:05.128',-0.025
'0:05.130',-0.025
'0:05.132',-0.025
'0:05.134',-0.030
'0:05.136',-0.035
'0:05.138',-0.040
'0:05.140',-0.050
'0:05.142',-0.060
'0:05.144',-0.065
'0:05.146',-0.075
'0:05.148',-0.080
'0:05.150',-0.080
'0:05.152',-0.080
'0:05.154',-0.080
'0:05.156',-0.075
'0:05.158',-0.075
'0:05.160',-0.080
'0:05.162',-0.080
'0:05.164',-0.085
'0:05.166',-0.090
'0:05.168',-0.095
'0:05.170',-0.095
'0:05.172',-0.095
'0:05.174',-0.095
'0:05.176',-0.095
'0:05.178',-0.095
'0:05.180',-0.095
'0:05.182',-0.100
'0:05.184',-0.105
'0:05.186',-0.110
'0:05.188',-0.115
'0:05.190',-0.110
'0:05.192',-0.105
'0:05.194',-0.100
'0:05.196',-0.090
'0:05.198',-0.080
'0:05.200',-0.070
'0:05.202',-0.065
'0:05.204',-0.065
'0:05.206',-0.060
'0:05.208',-0.055
'0:05.210',-0.045
'0:05.212',-0.025
'0:05.214',0.005
'0:05.216',0.040
'0:05.218',0.085
'0:05.220',0.140
'0:05.222',0.190
'0:05.224',0.240
'0:05.226',0.285
'0:05.228',0.325
'0:05.230',0.355
'0:05.232',0.375
'0:05.234',0.385
'0:05.236',0.380
'0:05.238',0.355
'0:05.240',0.310
'0:05.242',0.240
'0:05.244',0.150
'0:05.246',0.045
'0:05.248',-0.065
'0:05.250',-0.170
'0:05.252',-0.265
'0:05.254',-0.330
'0:05.256',-0.370
'0:05.258',-0.375
'0:05.260',-0.355
'0:05.262',-0.310
'0:05.264',-0.260
'0:05.266',-0.205
'0:05.268',-0.155
'0:05.270',-0.120
'0:05.272',-0.090
'0:05.274',-0.080
'0:05.276',-0.070
'0:05.278',-0.070
'0:05.280',-0.070
'0:05.282',-0.065
'0:05.284',-0.060
'0:05.286',-0.060
'0:05.288',-0.055
'0:05.290',-0.050
'0:05.292',-0.055
'0:05.294',-0.055
'0:05.296',-0.060
'0:05.298',-0.065
'0:05.300',-0.070
'0:05.302',-0.070
'0:05.304',-0.070
'0:05.306',-0.065
'0:05.308',-0.060
'0:05.310',-0.055
'0:05.312',-0.055
'0:05.314',-0.050
'0:05.316',-0.050
'0:05.318',-0.050
'0:05.320',-0.050
'0:05.322',-0.050
'0:05.324',-0.050
'0:05.326',-0.050
'0:05.328',-0.045
'0:05.330',-0.045
'0:05.332',-0.035
'0:05.334',-0.030
'0:05.336',-0.020
'0:05.338',-0.015
'0:05.340',-0.005
'0:05.342',0.005
'0:05.344',0.010
'0:05.346',0.015
'0:05.348',0.015
'0:05.350',0.015
'0:05.352',0.015
'0:05.354',0.015
'0:05.356',0.010
'0:05.358',0.005
'0:05.360',0.005
'0:05.362',0.000
'0:05.364',0.000
'0:05.366',0.000
'0:05.368',0.000
'0:05.370',0.005
'0:05.372',0.010
'0:05.374',0.020
'0:05.376',0.030
'0:05.378',0.045
'0:05.380',0.055
'0:05.382',0.065
'0:05.384',0.070
'0:05.386',0.070
'0:05.388',0.070
'0:05.390',0.065
'0:05.392',0.055
'0:05.394',0.050
'0:05.396',0.045
'0:05.398',0.040
'0:05.400',0.045
'0:05.402',0.055
'0:05.404',0.070
'0:05.406',0.085
'0:05.408',0.105
'0:05.410',0.120
'0:05.412',0.130
'0:05.414',0.140
'0:05.416',0.140
'0:05.418',0.135
'0:05.420',0.135
'0:05.422',0.130
'0:05.424',0.125
'0:05.426',0.130
'0:05.428',0.135
'0:05.430',0.145
'0:05.432',0.155
'0:05.434',0.165
'0:05.436',0.175
'0:05.438',0.185
'0:05.440',0.190
'0:05.442',0.190
'0:05.444',0.190
'0:05.446',0.185
'0:05.448',0.185
'0:05.450',0.190
'0:05.452',0.195
'0:05.454',0.200
'0:05.456',0.205
'0:05.458',0.215
'0:05.460',0.220
'0:05.462',0.220
'0:05.464',0.225
'0:05.466',0.220
'0:05.468',0.215
'0:05.470',0.210
'0:05.472',0.205
'0:05.474',0.200
'0:05.476',0.200
'0:05.478',0.200
'0:05.480',0.195
'0:05.482',0.195
'0:05.484',0.195
'0:05.486',0.190
'0:05.488',0.185
'0:05.490',0.180
'0:05.492',0.170
'0:05.494',0.160
'0:05.496',0.150
'0:05.498',0.135
'0:05.500',0.125
'0:05.502',0.110
'0:05.504',0.095
'0:05.506',0.080
'0:05.508',0.070
'0:05.510',0.060
'0:05.512',0.050
'0:05.514',0.045
'0:05.516',0.040
'0:05.518',0.035
'0:05.520',0.035
'0:05.522',0.030
'0:05.524',0.025
'0:05.526',0.020
'0:05.528',0.010
'0:05.530',0.005
'0:05.532',0.000
'0:05.534',-0.010
'0:05.536',-0.010
'0:05.538',-0.015
'0:05.540',-0.015
'0:05.542',-0.015
'0:05.544',-0.015
'0:05.546',-0.015
'0:05.548',-0.010
'0:05.550',-0.010
'0:05.552',-0.015
'0:05.554',-0.015
'0:05.556',-0.025
'0:05.558',-0.030
'0:05.560',-0.035
'0:05.562',-0.045
'0:05.564',-0.050
'0:05.566',-0.055
'0:05.568',-0.055
'0:05.570',-0.050
'0:05.572',-0.045
'0:05.574',-0.035
'0:05.576',-0.025
'0:05.578',-0.020
'0:05.580',-0.015
'0:05.582',-0.015
'0:05.584',-0.015
'0:05.586',-0.025
'0:05.588',-0.035
'0:05.590',-0.045
'0:05.592',-0.055
'0:05.594',-0.060
'0:05.596',-0.060
'0:05.598',-0.055
'0:05.600',-0.045
'0:05.602',-0.030
'0:05.604',-0.015
'0:05.606',-0.005
'0:05.608',0.005
'0:05.610',0.010
'0:05.612',0.010
'0:05.614',0.010
'0:05.616',0.005
'0:05.618',0.005
'0:05.620',0.000
'0:05.622',0.000
'0:05.624',0.005
'0:05.626',0.005
'0:05.628',0.005
'0:05.630',0.000
'0:05.632',-0.005
'0:05.634',-0.015
'0:05.636',-0.025
'0:05.638',-0.035
'0:05.640',-0.040
'0:05.642',-0.040
'0:05.644',-0.035
'0:05.646',-0.030
'0:05.648',-0.020
'0:05.650',-0.010
'0:05.652',0.000
'0:05.654',0.000
'0:05.656',0.000
'0:05.658',-0.005
'0:05.660',-0.010
'0:05.662',-0.020
'0:05.664',-0.020
'0:05.666',-0.025
'0:05.668',-0.020
'0:05.670',-0.015
'0:05.672',-0.010
'0:05.674',-0.005
'0:05.676',-0.005
'0:05.678',-0.005
'0:05.680',-0.015
'0:05.682',-0.020
'0:05.684',-0.030
'0:05.686',-0.035
'0:05.688',-0.035
'0:05.690',-0.035
'0:05.692',-0.030
'0:05.694',-0.020
'0:05.696',-0.010
'0:05.698',-0.005
'0:05.700',0.000
'0:05.702',-0.005
'0:05.704',-0.015
'0:05.706',-0.025
'0:05.708',-0.040
'0:05.710',-0.055
'0:05.712',-0.065
'0:05.714',-0.065
'0:05.716',-0.065
'0:05.718',-0.060
'0:05.720',-0.045
'0:05.722',-0.035
'0:05.724',-0.025
'0:05.726',-0.015
'0:05.728',-0.015
'0:05.730',-0.015
'0:05.732',-0.020
'0:05.734',-0.025
'0:05.736',-0.035
'0:05.738',-0.040
'0:05.740',-0.040
'0:05.742',-0.040
'0:05.744',-0.035
'0:05.746',-0.030
'0:05.748',-0.025
'0:05.750',-0.025
'0:05.752',-0.025
'0:05.754',-0.030
'0:05.756',-0.040
'0:05.758',-0.045
'0:05.760',-0.055
'0:05.762',-0.055
'0:05.764',-0.055
'0:05.766',-0.055
'0:05.768',-0.050
'0:05.770',-0.040
'0:05.772',-0.035
'0:05.774',-0.035
'0:05.776',-0.035
'0:05.778',-0.040
'0:05.780',-0.045
'0:05.782',-0.055
'0:05.784',-0.060
'0:05.786',-0.060
'0:05.788',-0.055
'0:05.790',-0.045
'0:05.792',-0.035
'0:05.794',-0.025
'0:05.796',-0.020
'0:05.798',-0.020
'0:05.800',-0.025
'0:05.802',-0.035
'0:05.804',-0.045
'0:05.806',-0.055
'0:05.808',-0.055
'0:05.810',-0.050
'0:05.812',-0.040
'0:05.814',-0.020
'0:05.816',0.000
'0:05.818',0.020
'0:05.820',0.035
'0:05.822',0.045
'0:05.824',0.045
'0:05.826',0.035
'0:05.828',0.025
'0:05.830',0.015
'0:05.832',0.005
'0:05.834',0.000
'0:05.836',0.005
'0:05.838',0.010
'0:05.840',0.015
'0:05.842',0.020
'0:05.844',0.020
'0:05.846',0.015
'0:05.848',0.005
'0:05.850',-0.010
'0:05.852',-0.030
'0:05.854',-0.040
'0:05.856',-0.050
'0:05.858',-0.055
'0:05.860',-0.055
'0:05.862',-0.050
'0:05.864',-0.040
'0:05.866',-0.035
'0:05.868',-0.035
'0:05.870',-0.040
'0:05.872',-0.045
'0:05.874',-0.055
'0:05.876',-0.065
'0:05.878',-0.075
'0:05.880',-0.080
'0:05.882',-0.085
'0:05.884',-0.090
'0:05.886',-0.090
'0:05.888',-0.085
'0:05.890',-0.085
'0:05.892',-0.085
'0:05.894',-0.090
'0:05.896',-0.090
'0:05.898',-0.095
'0:05.900',-0.100
'0:05.902',-0.100
'0:05.904',-0.100
'0:05.906',-0.100
'0:05.908',-0.095
'0:05.910',-0.085
'0:05.912',-0.075
'0:05.914',-0.070
'0:05.916',-0.065
'0:05.918',-0.065
'0:05.920',-0.070
'0:05.922',-0.070
'0:05.924',-0.075
'0:05.926',-0.070
'0:05.928',-0.060
'0:05.930',-0.040
'0:05.932',-0.015
'0:05.934',0.025
'0:05.936',0.070
'0:05.938',0.120
'0:05.940',0.175
'0:05.942',0.230
'0:05.944',0.280
'0:05.946',0.325
'0:05.948',0.360
'0:05.950',0.395
'0:05.952',0.415
'0:05.954',0.420
'0:05.956',0.410
'0:05.958',0.375
'0:05.960',0.320
'0:05.962',0.240
'0:05.964',0.140
'0:05.966',0.025
'0:05.968',-0.095
'0:05.970',-0.205
'0:05.972',-0.305
'0:05.974',-0.370
'0:05.976',-0.410
'0:05.978',-0.415
'0:05.980',-0.395
'0:05.982',-0.350
'0:05.984',-0.295
'0:05.986',-0.240
'0:05.988',-0.190
'0:05.990',-0.145
'0:05.992',-0.120
'0:05.994',-0.100
'0:05.996',-0.090
'0:05.998',-0.085
'0:06.000',-0.080
'0:06.002',-0.075
'0:06.004',-0.070
'0:06.006',-0.060
'0:06.008',-0.055
'0:06.010',-0.050
'0:06.012',-0.045
'0:06.014',-0.040
'0:06.016',-0.040
'0:06.018',-0.040
'0:06.020',-0.040
'0:06.022',-0.040
'0:06.024',-0.040
'0:06.026',-0.045
'0:06.028',-0.045
'0:06.030',-0.045
'0:06.032',-0.045
'0:06.034',-0.050
'0:06.036',-0.050
'0:06.038',-0.050
'0:06.040',-0.045
'0:06.042',-0.045
'0:06.044',-0.040
'0:06.046',-0.040
'0:06.048',-0.035
'0:06.050',-0.035
'0:06.052',-0.035
'0:06.054',-0.035
'0:06.056',-0.035
'0:06.058',-0.030
'0:06.060',-0.030
'0:06.062',-0.025
'0:06.064',-0.020
'0:06.066',-0.015
'0:06.068',-0.010
'0:06.070',0.000
'0:06.072',0.000
'0:06.074',0.005
'0:06.076',0.010
'0:06.078',0.010
'0:06.080',0.010
'0:06.082',0.010
'0:06.084',0.010
'0:06.086',0.010
'0:06.088',0.010
'0:06.090',0.015
'0:06.092',0.015
'0:06.094',0.020
'0:06.096',0.025
'0:06.098',0.025
'0:06.100',0.030
'0:06.102',0.030
'0:06.104',0.030
'0:06.106',0.030
'0:06.108',0.030
'0:06.110',0.035
'0:06.112',0.040
'0:06.114',0.050
'0:06.116',0.065
'0:06.118',0.080
'0:06.120',0.100
'0:06.122',0.115
'0:06.124',0.125
'0:06.126',0.130
'0:06.128',0.130
'0:06.130',0.125
'0:06.132',0.120
'0:06.134',0.115
'0:06.136',0.110
'0:06.138',0.110
'0:06.140',0.120
'0:06.142',0.130
'0:06.144',0.145
'0:06.146',0.160
'0:06.148',0.175
'0:06.150',0.180
'0:06.152',0.185
'0:06.154',0.180
'0:06.156',0.170
'0:06.158',0.160
'0:06.160',0.155
'0:06.162',0.150
'0:06.164',0.150
'0:06.166',0.160
'0:06.168',0.170
'0:06.170',0.185
'0:06.172',0.200
'0:06.174',0.215
'0:06.176',0.225
'0:06.178',0.225
'0:06.180',0.225
'0:06.182',0.220
'0:06.184',0.215
'0:06.186',0.205
'0:06.188',0.200
'0:06.190',0.190
'0:06.192',0.190
'0:06.194',0.185
'0:06.196',0.185
'0:06.198',0.185
'0:06.200',0.180
'0:06.202',0.180
'0:06.204',0.180
'0:06.206',0.175
'0:06.208',0.165
'0:06.210',0.155
'0:06.212',0.145
'0:06.214',0.130
'0:06.216',0.115
'0:06.218',0.100
'0:06.220',0.085
'0:06.222',0.070
'0:06.224',0.060
'0:06.226',0.050
'0:06.228',0.045
'0:06.230',0.040
'0:06.232',0.030
'0:06.234',0.025
'0:06.236',0.015
'0:06.238',0.005
'0:06.240',-0.005
'0:06.242',-0.010
'0:06.244',-0.020
'0:06.246',-0.020
'0:06.248',-0.025
'0:06.250',-0.020
'0:06.252',-0.020
'0:06.254',-0.020
'0:06.256',-0.020
'0:06.258',-0.025
'0:06.260',-0.030
'0:06.262',-0.035
'0:06.264',-0.045
'0:06.266',-0.050
'0:06.268',-0.050
'0:06.270',-0.055
'0:06.272',-0.055
'0:06.274',-0.055
'0:06.276',-0.055
'0:06.278',-0.060
'0:06.280',-0.065
'0:06.282',-0.070
'0:06.284',-0.070
'0:06.286',-0.075
'0:06.288',-0.070
'0:06.290',-0.065
'0:06.292',-0.055
'0:06.294',-0.045
'0:06.296',-0.035
'0:06.298',-0.025
'0:06.300',-0.025
'0:06.302',-0.025
'0:06.304',-0.030
'0:06.306',-0.040
'0:06.308',-0.050
'0:06.310',-0.055
'0:06.312',-0.060
'0:06.314',-0.060
'0:06.316',-0.055
'0:06.318',-0.045
'0:06.320',-0.035
'0:06.322',-0.030
'0:06.324',-0.025
'0:06.326',-0.025
'0:06.328',-0.025
'0:06.330',-0.035
'0:06.332',-0.040
'0:06.334',-0.045
'0:06.336',-0.050
'0:06.338',-0.050
'0:06.340',-0.045
'0:06.342',-0.040
'0:06.344',-0.035
'0:06.346',-0.030
'0:06.348',-0.030
'0:06.350',-0.035
'0:06.352',-0.040
'0:06.354',-0.045
'0:06.356',-0.045
'0:06.358',-0.050
'0:06.360',-0.045
'0:06.362',-0.040
'0:06.364',-0.035
'0:06.366',-0.030
'0:06.368',-0.030
'0:06.370',-0.030
'0:06.372',-0.030
'0:06.374',-0.040
'0:06.376',-0.045
'0:06.378',-0.045
'0:06.380',-0.045
'0:06.382',-0.040
'0:06.384',-0.030
'0:06.386',-0.020
'0:06.388',-0.005
'0:06.390',0.005
'0:06.392',0.005
'0:06.394',0.000
'0:06.396',-0.010
'0:06.398',-0.025
'0:06.400',-0.045
'0:06.402',-0.060
'0:06.404',-0.075
'0:06.406',-0.080
'0:06.408',-0.080
'0:06.410',-0.070
'0:06.412',-0.055
'0:06.414',-0.045
'0:06.416',-0.030
'0:06.418',-0.025
'0:06.420',-0.020
'0:06.422',-0.025
'0:06.424',-0.035
'0:06.426',-0.045
'0:06.428',-0.060
'0:06.430',-0.070
'0:06.432',-0.075
'0:06.434',-0.080
'0:06.436',-0.075
'0:06.438',-0.070
'0:06.440',-0.060
'0:06.442',-0.050
'0:06.444',-0.040
'0:06.446',-0.030
'0:06.448',-0.025
'0:06.450',-0.030
'0:06.452',-0.035
'0:06.454',-0.045
'0:06.456',-0.055
'0:06.458',-0.070
'0:06.460',-0.075
'0:06.462',-0.080
'0:06.464',-0.085
'0:06.466',-0.080
'0:06.468',-0.075
'0:06.470',-0.065
'0:06.472',-0.060
'0:06.474',-0.055
'0:06.476',-0.050
'0:06.478',-0.050
'0:06.480',-0.050
'0:06.482',-0.055
'0:06.484',-0.055
'0:06.486',-0.055
'0:06.488',-0.050
'0:06.490',-0.050
'0:06.492',-0.045
'0:06.494',-0.045
'0:06.496',-0.045
'0:06.498',-0.050
'0:06.500',-0.055
'0:06.502',-0.060
'0:06.504',-0.070
'0:06.506',-0.070
'0:06.508',-0.070
'0:06.510',-0.065
'0:06.512',-0.055
'0:06.514',-0.040
'0:06.516',-0.025
'0:06.518',-0.015
'0:06.520',-0.010
'0:06.522',-0.005
'0:06.524',-0.005
'0:06.526',-0.005
'0:06.528',-0.010
'0:06.530',-0.010
'0:06.532',-0.010
'0:06.534',-0.010
'0:06.536',-0.005
'0:06.538',0.000
'0:06.540',0.005
'0:06.542',0.010
'0:06.544',0.010
'0:06.546',0.015
'0:06.548',0.015
'0:06.550',0.015
'0:06.552',0.010
'0:06.554',0.005
'0:06.556',0.000
'0:06.558',-0.010
'0:06.560',-0.020
'0:06.562',-0.035
'0:06.564',-0.045
'0:06.566',-0.060
'0:06.568',-0.070
'0:06.570',-0.075
'0:06.572',-0.075
'0:06.574',-0.075
'0:06.576',-0.070
'0:06.578',-0.060
'0:06.580',-0.055
'0:06.582',-0.050
'0:06.584',-0.050
'0:06.586',-0.050
'0:06.588',-0.055
'0:06.590',-0.060
'0:06.592',-0.070
'0:06.594',-0.075
'0:06.596',-0.075
'0:06.598',-0.080
'0:06.600',-0.080
'0:06.602',-0.080
'0:06.604',-0.085
'0:06.606',-0.085
'0:06.608',-0.090
'0:06.610',-0.095
'0:06.612',-0.100
'0:06.614',-0.105
'0:06.616',-0.105
'0:06.618',-0.100
'0:06.620',-0.090
'0:06.622',-0.080
'0:06.624',-0.070
'0:06.626',-0.065
'0:06.628',-0.055
'0:06.630',-0.055
'0:06.632',-0.050
'0:06.634',-0.050
'0:06.636',-0.045
'0:06.638',-0.040
'0:06.640',-0.025
'0:06.642',0.005
'0:06.644',0.040
'0:06.646',0.090
'0:06.648',0.145
'0:06.650',0.200
'0:06.652',0.260
'0:06.654',0.315
'0:06.656',0.360
'0:06.658',0.390
'0:06.660',0.405
'0:06.662',0.400
'0:06.664',0.375
'0:06.666',0.335
'0:06.668',0.270
'0:06.670',0.195
'0:06.672',0.105
'0:06.674',0.015
'0:06.676',-0.080
'0:06.678',-0.170
'0:06.680',-0.245
'0:06.682',-0.305
'0:06.684',-0.340
'0:06.686',-0.355
'0:06.688',-0.350
'0:06.690',-0.325
'0:06.692',-0.285
'0:06.694',-0.240
'0:06.696',-0.195
'0:06.698',-0.155
'0:06.700',-0.125
'0:06.702',-0.105
'0:06.704',-0.095
'0:06.706',-0.095
'0:06.708',-0.095
'0:06.710',-0.100
'0:06.712',-0.095
'0:06.714',-0.090
'0:06.716',-0.080
'0:06.718',-0.070
'0:06.720',-0.055
'0:06.722',-0.045
'0:06.724',-0.035
'0:06.726',-0.035
'0:06.728',-0.035
'0:06.730',-0.040
'0:06.732',-0.045
'0:06.734',-0.050
'0:06.736',-0.055
'0:06.738',-0.050
'0:06.740',-0.045
'0:06.742',-0.040
'0:06.744',-0.035
'0:06.746',-0.030
'0:06.748',-0.030
'0:06.750',-0.035
'0:06.752',-0.040
'0:06.754',-0.040
'0:06.756',-0.045
'0:06.758',-0.045
'0:06.760',-0.040
'0:06.762',-0.035
'0:06.764',-0.030
'0:06.766',-0.020
'0:06.768',-0.015
'0:06.770',-0.010
'0:06.772',-0.010
'0:06.774',-0.010
'0:06.776',-0.010
'0:06.778',-0.010
'0:06.780',-0.015
'0:06.782',-0.010
'0:06.784',-0.010
'0:06.786',-0.005
'0:06.788',0.000
'0:06.790',0.005
'0:06.792',0.010
'0:06.794',0.010
'0:06.796',0.010
'0:06.798',0.010
'0:06.800',0.010
'0:06.802',0.005
'0:06.804',0.010
'0:06.806',0.010
'0:06.808',0.020
'0:06.810',0.025
'0:06.812',0.035
'0:06.814',0.050
'0:06.816',0.060
'0:06.818',0.070
'0:06.820',0.080
'0:06.822',0.085
'0:06.824',0.085
'0:06.826',0.085
'0:06.828',0.080
'0:06.830',0.080
'0:06.832',0.075
'0:06.834',0.080
'0:06.836',0.080
'0:06.838',0.090
'0:06.840',0.100
'0:06.842',0.115
'0:06.844',0.125
'0:06.846',0.140
'0:06.848',0.145
'0:06.850',0.150
'0:06.852',0.150
'0:06.854',0.145
'0:06.856',0.145
'0:06.858',0.140
'0:06.860',0.140
'0:06.862',0.145
'0:06.864',0.155
'0:06.866',0.165
'0:06.868',0.175
'0:06.870',0.185
'0:06.872',0.195
'0:06.874',0.205
'0:06.876',0.210
'0:06.878',0.210
'0:06.880',0.210
'0:06.882',0.210
'0:06.884',0.210
'0:06.886',0.210
'0:06.888',0.210
'0:06.890',0.210
'0:06.892',0.210
'0:06.894',0.210
'0:06.896',0.205
'0:06.898',0.200
'0:06.900',0.195
'0:06.902',0.190
'0:06.904',0.190
'0:06.906',0.185
'0:06.908',0.180
'0:06.910',0.175
'0:06.912',0.170
'0:06.914',0.160
'0:06.916',0.150
'0:06.918',0.140
'0:06.920',0.125
'0:06.922',0.115
'0:06.924',0.105
'0:06.926',0.100
'0:06.928',0.095
'0:06.930',0.095
'0:06.932',0.095
'0:06.934',0.090
'0:06.936',0.090
'0:06.938',0.080
'0:06.940',0.070
'0:06.942',0.055
'0:06.944',0.040
'0:06.946',0.025
'0:06.948',0.015
'0:06.950',0.005
'0:06.952',0.000
'0:06.954',-0.005
'0:06.956',-0.005
'0:06.958',-0.010
'0:06.960',-0.020
'0:06.962',-0.025
'0:06.964',-0.035
'0:06.966',-0.045
'0:06.968',-0.050
'0:06.970',-0.055
'0:06.972',-0.050
'0:06.974',-0.050
'0:06.976',-0.040
'0:06.978',-0.035
'0:06.980',-0.030
'0:06.982',-0.030
'0:06.984',-0.030
'0:06.986',-0.040
'0:06.988',-0.045
'0:06.990',-0.050
'0:06.992',-0.055
'0:06.994',-0.055
'0:06.996',-0.055
'0:06.998',-0.055
'0:07.000',-0.050
'0:07.002',-0.045
'0:07.004',-0.045
'0:07.006',-0.050
'0:07.008',-0.050
'0:07.010',-0.055
'0:07.012',-0.055
'0:07.014',-0.055
'0:07.016',-0.050
'0:07.018',-0.045
'0:07.020',-0.035
'0:07.022',-0.030
'0:07.024',-0.025
'0:07.026',-0.025
'0:07.028',-0.025
'0:07.030',-0.030
'0:07.032',-0.040
'0:07.034',-0.045
'0:07.036',-0.045
'0:07.038',-0.050
'0:07.040',-0.045
'0:07.042',-0.040
'0:07.044',-0.035
'0:07.046',-0.030
'0:07.048',-0.030
'0:07.050',-0.030
'0:07.052',-0.030
'0:07.054',-0.035
'0:07.056',-0.040
'0:07.058',-0.045
'0:07.060',-0.040
'0:07.062',-0.040
'0:07.064',-0.035
'0:07.066',-0.025
'0:07.068',-0.020
'0:07.070',-0.015
'0:07.072',-0.015
'0:07.074',-0.015
'0:07.076',-0.020
'0:07.078',-0.025
'0:07.080',-0.030
'0:07.082',-0.035
'0:07.084',-0.040
'0:07.086',-0.040
'0:07.088',-0.040
'0:07.090',-0.035
'0:07.092',-0.035
'0:07.094',-0.035
'0:07.096',-0.030
'0:07.098',-0.030
'0:07.100',-0.035
'0:07.102',-0.035
'0:07.104',-0.040
'0:07.106',-0.045
'0:07.108',-0.045
'0:07.110',-0.050
'0:07.112',-0.050
'0:07.114',-0.050
'0:07.116',-0.050
'0:07.118',-0.050
'0:07.120',-0.050
'0:07.122',-0.050
'0:07.124',-0.050
'0:07.126',-0.050
'0:07.128',-0.055
'0:07.130',-0.050
'0:07.132',-0.050
'0:07.134',-0.045
'0:07.136',-0.045
'0:07.138',-0.040
'0:07.140',-0.035
'0:07.142',-0.035
'0:07.144',-0.035
'0:07.146',-0.035
'0:07.148',-0.045
'0:07.150',-0.050
'0:07.152',-0.055
'0:07.154',-0.060
'0:07.156',-0.065
'0:07.158',-0.065
'0:07.160',-0.060
'0:07.162',-0.050
'0:07.164',-0.045
'0:07.166',-0.035
'0:07.168',-0.035
'0:07.170',-0.035
'0:07.172',-0.040
'0:07.174',-0.050
'0:07.176',-0.055
'0:07.178',-0.060
