'Elapsed time','D3'
'0:27.800',7.590
'0:27.804',7.530
'0:27.808',7.565
'0:27.812',7.600
'0:27.816',7.565
'0:27.820',7.540
'0:27.824',7.530
'0:27.828',7.605
'0:27.832',7.640
'0:27.836',7.600
'0:27.840',7.600
'0:27.844',7.565
'0:27.848',7.570
'0:27.852',7.565
'0:27.856',7.625
'0:27.860',7.640
'0:27.864',7.510
'0:27.868',7.450
'0:27.872',7.505
'0:27.876',7.505
'0:27.880',7.495
'0:27.884',7.530
'0:27.888',7.540
'0:27.892',7.505
'0:27.896',7.485
'0:27.900',7.495
'0:27.904',7.510
'0:27.908',7.480
'0:27.912',7.480
'0:27.916',7.435
'0:27.920',7.425
'0:27.924',7.450
'0:27.928',7.400
'0:27.932',7.390
'0:27.936',7.435
'0:27.940',7.435
'0:27.944',7.365
'0:27.948',7.340
'0:27.952',7.365
'0:27.956',7.300
'0:27.960',7.340
'0:27.964',7.305
'0:27.968',7.240
'0:27.972',7.185
'0:27.976',7.160
'0:27.980',7.180
'0:27.984',7.120
'0:27.988',7.070
'0:27.992',7.075
'0:27.996',7.015
'0:28.000',6.915
'0:28.004',6.915
'0:28.008',6.955
'0:28.012',6.920
'0:28.016',6.820
'0:28.020',6.750
'0:28.024',6.820
'0:28.028',6.865
'0:28.032',6.855
'0:28.036',6.830
'0:28.040',6.865
'0:28.044',6.920
'0:28.048',7.000
'0:28.052',7.120
'0:28.056',7.185
'0:28.060',7.230
'0:28.064',7.265
'0:28.068',7.240
'0:28.072',7.305
'0:28.076',7.410
'0:28.080',7.425
'0:28.084',7.495
'0:28.088',7.530
'0:28.092',7.540
'0:28.096',7.545
'0:28.100',7.545
'0:28.104',7.625
'0:28.108',7.650
'0:28.112',7.600
'0:28.116',7.570
'0:28.120',7.605
'0:28.124',7.605
'0:28.128',7.605
'0:28.132',7.605
'0:28.136',7.615
'0:28.140',7.650
'0:28.144',7.685
'0:28.148',7.650
'0:28.152',7.605
'0:28.156',7.640
'0:28.160',7.690
'0:28.164',7.710
'0:28.168',7.690
'0:28.172',7.625
'0:28.176',7.605
'0:28.180',7.665
'0:28.184',7.665
'0:28.188',7.655
'0:28.192',7.775
'0:28.196',7.710
'0:28.200',7.640
'0:28.204',7.685
'0:28.208',7.690
'0:28.212',7.640
'0:28.216',7.655
'0:28.220',7.685
'0:28.224',7.700
'0:28.228',7.690
'0:28.232',7.685
'0:28.236',7.685
'0:28.240',7.725
'0:28.244',7.710
'0:28.248',7.675
'0:28.252',7.710
'0:28.256',7.715
'0:28.260',7.690
'0:28.264',7.690
'0:28.268',7.650
'0:28.272',7.665
'0:28.276',7.735
'0:28.280',7.745
'0:28.284',7.690
'0:28.288',7.690
'0:28.292',7.700
'0:28.296',7.685
'0:28.300',7.710
'0:28.304',7.750
'0:28.308',7.725
'0:28.312',7.690
'0:28.316',7.700
'0:28.320',7.750
'0:28.324',7.735
'0:28.328',7.715
'0:28.332',7.745
'0:28.336',7.700
'0:28.340',7.655
'0:28.344',7.690
'0:28.348',7.715
'0:28.352',7.760
'0:28.356',7.760
'0:28.360',7.775
'0:28.364',7.775
'0:28.368',7.770
'0:28.372',7.750
'0:28.376',7.745
'0:28.380',7.710
'0:28.384',7.710
'0:28.388',7.750
'0:28.392',7.715
'0:28.396',7.710
'0:28.400',7.700
'0:28.404',7.735
'0:28.408',7.775
'0:28.412',7.820
'0:28.416',7.770
'0:28.420',7.710
'0:28.424',7.725
'0:28.428',7.775
'0:28.432',7.745
'0:28.436',7.715
'0:28.440',7.710
'0:28.444',7.745
'0:28.448',7.785
'0:28.452',7.750
'0:28.456',7.715
'0:28.460',7.770
'0:28.464',7.810
'0:28.468',7.735
'0:28.472',7.690
'0:28.476',7.710
'0:28.480',7.745
'0:28.484',7.745
'0:28.488',7.775
'0:28.492',7.805
'0:28.496',7.750
'0:28.500',7.715
'0:28.504',7.685
'0:28.508',7.710
'0:28.512',7.775
'0:28.516',7.805
'0:28.520',7.760
'0:28.524',7.690
'0:28.528',7.715
'0:28.532',7.710
'0:28.536',7.710
'0:28.540',7.760
'0:28.544',7.785
'0:28.548',7.760
'0:28.552',7.745
'0:28.556',7.775
'0:28.560',7.750
'0:28.564',7.735
'0:28.568',7.735
'0:28.572',7.710
'0:28.576',7.685
'0:28.580',7.715
'0:28.584',7.775
'0:28.588',7.750
'0:28.592',7.745
'0:28.596',7.760
'0:28.600',7.745
'0:28.604',7.770
'0:28.608',7.760
'0:28.612',7.710
'0:28.616',7.710
'0:28.620',7.735
'0:28.624',7.795
'0:28.628',7.805
'0:28.632',7.745
'0:28.636',7.685
'0:28.640',7.685
'0:28.644',7.770
'0:28.648',7.760
'0:28.652',7.750
'0:28.656',7.750
'0:28.660',7.745
'0:28.664',7.775
'0:28.668',7.735
'0:28.672',7.725
'0:28.676',7.710
'0:28.680',7.735
'0:28.684',7.690
'0:28.688',7.630
'0:28.692',7.655
'0:28.696',7.710
'0:28.700',7.735
'0:28.704',7.700
'0:28.708',7.685
'0:28.712',7.690
'0:28.716',7.700
'0:28.720',7.700
'0:28.724',7.690
'0:28.728',7.725
'0:28.732',7.735
'0:28.736',7.770
'0:28.740',7.735
'0:28.744',7.685
'0:28.748',7.685
'0:28.752',7.735
'0:28.756',7.750
'0:28.760',7.770
'0:28.764',7.775
'0:28.768',7.745
'0:28.772',7.690
'0:28.776',7.710
'0:28.780',7.725
'0:28.784',7.750
'0:28.788',7.760
'0:28.792',7.710
'0:28.796',7.685
'0:28.800',7.700
'0:28.804',7.640
'0:28.808',7.435
'0:28.812',7.160
'0:28.816',7.010
'0:28.820',6.990
'0:28.824',6.880
'0:28.828',6.675
'0:28.832',6.760
'0:28.836',7.070
'0:28.840',7.505
'0:28.844',7.785
'0:28.848',8.035
'0:28.852',8.095
'0:28.856',7.895
'0:28.860',7.745
'0:28.864',7.685
'0:28.868',7.640
'0:28.872',7.655
'0:28.876',7.605
'0:28.880',7.545
'0:28.884',7.570
'0:28.888',7.650
'0:28.892',7.640
'0:28.896',7.630
'0:28.900',7.655
'0:28.904',7.615
'0:28.908',7.615
'0:28.912',7.600
'0:28.916',7.600
'0:28.920',7.605
'0:28.924',7.630
'0:28.928',7.630
'0:28.932',7.580
'0:28.936',7.590
'0:28.940',7.615
'0:28.944',7.600
'0:28.948',7.570
'0:28.952',7.540
'0:28.956',7.555
'0:28.960',7.580
'0:28.964',7.590
'0:28.968',7.570
'0:28.972',7.600
'0:28.976',7.565
'0:28.980',7.545
'0:28.984',7.545
'0:28.988',7.540
'0:28.992',7.520
'0:28.996',7.540
'0:29.000',7.540
'0:29.004',7.520
'0:29.008',7.485
'0:29.012',7.410
'0:29.016',7.385
'0:29.020',7.425
'0:29.024',7.470
'0:29.028',7.485
'0:29.032',7.425
'0:29.036',7.390
'0:29.040',7.385
'0:29.044',7.360
'0:29.048',7.335
'0:29.052',7.325
'0:29.056',7.280
'0:29.060',7.240
'0:29.064',7.220
'0:29.068',7.195
'0:29.072',7.110
'0:29.076',7.095
'0:29.080',7.075
'0:29.084',7.075
'0:29.088',7.000
'0:29.092',6.915
'0:29.096',6.915
'0:29.100',6.930
'0:29.104',6.905
'0:29.108',6.830
'0:29.112',6.785
'0:29.116',6.770
'0:29.120',6.785
'0:29.124',6.820
'0:29.128',6.845
'0:29.132',6.880
'0:29.136',6.880
'0:29.140',6.975
'0:29.144',7.060
'0:29.148',7.085
'0:29.152',7.155
'0:29.156',7.300
'0:29.160',7.375
'0:29.164',7.390
'0:29.168',7.435
'0:29.172',7.425
'0:29.176',7.435
'0:29.180',7.495
'0:29.184',7.545
'0:29.188',7.590
'0:29.192',7.640
'0:29.196',7.615
'0:29.200',7.600
'0:29.204',7.605
'0:29.208',7.630
'0:29.212',7.665
'0:29.216',7.640
'0:29.220',7.650
'0:29.224',7.655
'0:29.228',7.615
'0:29.232',7.605
'0:29.236',7.640
'0:29.240',7.675
'0:29.244',7.665
'0:29.248',7.655
'0:29.252',7.665
'0:29.256',7.655
'0:29.260',7.640
'0:29.264',7.650
'0:29.268',7.640
'0:29.272',7.650
'0:29.276',7.700
'0:29.280',7.690
'0:29.284',7.665
'0:29.288',7.685
'0:29.292',7.700
'0:29.296',7.710
'0:29.300',7.700
'0:29.304',7.710
'0:29.308',7.745
'0:29.312',7.685
'0:29.316',7.665
'0:29.320',7.640
'0:29.324',7.665
'0:29.328',7.735
'0:29.332',7.715
'0:29.336',7.710
'0:29.340',7.735
'0:29.344',7.700
'0:29.348',7.640
'0:29.352',7.650
'0:29.356',7.715
'0:29.360',7.735
'0:29.364',7.690
'0:29.368',7.700
'0:29.372',7.745
'0:29.376',7.665
'0:29.380',7.640
'0:29.384',7.685
'0:29.388',7.710
'0:29.392',7.725
'0:29.396',7.735
'0:29.400',7.750
'0:29.404',7.700
'0:29.408',7.640
'0:29.412',7.685
'0:29.416',7.735
'0:29.420',7.760
'0:29.424',7.725
'0:29.428',7.690
'0:29.432',7.690
'0:29.436',7.700
'0:29.440',7.700
'0:29.444',7.770
'0:29.448',7.830
'0:29.452',7.775
'0:29.456',7.725
'0:29.460',7.685
'0:29.464',7.710
'0:29.468',7.725
'0:29.472',7.745
'0:29.476',7.700
'0:29.480',7.710
'0:29.484',7.700
'0:29.488',7.710
'0:29.492',7.710
'0:29.496',7.745
'0:29.500',7.770
'0:29.504',7.775
'0:29.508',7.775
'0:29.512',7.760
'0:29.516',7.750
'0:29.520',7.725
'0:29.524',7.715
'0:29.528',7.710
'0:29.532',7.710
'0:29.536',7.715
'0:29.540',7.760
'0:29.544',7.775
'0:29.548',7.710
'0:29.552',7.715
'0:29.556',7.745
'0:29.560',7.745
'0:29.564',7.750
'0:29.568',7.760
'0:29.572',7.745
'0:29.576',7.745
'0:29.580',7.715
'0:29.584',7.735
'0:29.588',7.725
'0:29.592',7.745
'0:29.596',7.715
'0:29.600',7.700
'0:29.604',7.745
'0:29.608',7.785
'0:29.612',7.715
'0:29.616',7.710
'0:29.620',7.735
'0:29.624',7.760
'0:29.628',7.750
'0:29.632',7.745
'0:29.636',7.750
'0:29.640',7.735
'0:29.644',7.710
'0:29.648',7.725
'0:29.652',7.735
'0:29.656',7.745
'0:29.660',7.715
'0:29.664',7.715
'0:29.668',7.750
'0:29.672',7.745
'0:29.676',7.715
'0:29.680',7.725
'0:29.684',7.710
'0:29.688',7.735
'0:29.692',7.725
'0:29.696',7.690
'0:29.700',7.710
'0:29.704',7.700
'0:29.708',7.700
'0:29.712',7.725
'0:29.716',7.770
'0:29.720',7.735
'0:29.724',7.725
'0:29.728',7.715
'0:29.732',7.710
'0:29.736',7.700
'0:29.740',7.710
'0:29.744',7.710
'0:29.748',7.725
'0:29.752',7.685
'0:29.756',7.665
'0:29.760',7.665
'0:29.764',7.685
'0:29.768',7.675
'0:29.772',7.665
'0:29.776',7.710
'0:29.780',7.745
'0:29.784',7.655
'0:29.788',7.665
'0:29.792',7.665
'0:29.796',7.625
'0:29.800',7.615
'0:29.804',7.640
'0:29.808',7.675
'0:29.812',7.710
'0:29.816',7.725
'0:29.820',7.700
'0:29.824',7.690
'0:29.828',7.710
'0:29.832',7.715
'0:29.836',7.725
'0:29.840',7.735
'0:29.844',7.725
'0:29.848',7.710
'0:29.852',7.710
'0:29.856',7.715
'0:29.860',7.735
'0:29.864',7.715
'0:29.868',7.710
'0:29.872',7.685
'0:29.876',7.685
'0:29.880',7.640
'0:29.884',7.590
'0:29.888',7.390
'0:29.892',7.120
'0:29.896',6.955
'0:29.900',6.905
'0:29.904',6.810
'0:29.908',6.650
'0:29.912',6.750
'0:29.916',7.085
'0:29.920',7.540
'0:29.924',7.870
'0:29.928',8.075
'0:29.932',8.000
'0:29.936',7.805
'0:29.940',7.685
'0:29.944',7.650
'0:29.948',7.600
'0:29.952',7.630
'0:29.956',7.625
'0:29.960',7.600
'0:29.964',7.580
'0:29.968',7.570
'0:29.972',7.590
'0:29.976',7.605
'0:29.980',7.600
'0:29.984',7.570
'0:29.988',7.590
'0:29.992',7.570
'0:29.996',7.580
'0:30.000',7.605
'0:30.004',7.605
'0:30.008',7.605
'0:30.012',7.570
'0:30.016',7.615
'0:30.020',7.600
'0:30.024',7.580
'0:30.028',7.590
'0:30.032',7.580
'0:30.036',7.545
'0:30.040',7.545
'0:30.044',7.570
'0:30.048',7.580
'0:30.052',7.570
'0:30.056',7.540
'0:30.060',7.505
'0:30.064',7.495
'0:30.068',7.485
'0:30.072',7.480
'0:30.076',7.470
'0:30.080',7.470
'0:30.084',7.480
'0:30.088',7.470
'0:30.092',7.460
'0:30.096',7.435
'0:30.100',7.420
'0:30.104',7.420
'0:30.108',7.400
'0:30.112',7.360
'0:30.116',7.340
'0:30.120',7.350
'0:30.124',7.290
'0:30.128',7.335
'0:30.132',7.305
'0:30.136',7.290
'0:30.140',7.230
'0:30.144',7.185
'0:30.148',7.135
'0:30.152',7.095
'0:30.156',7.070
'0:30.160',7.010
'0:30.164',6.965
'0:30.168',6.950
'0:30.172',6.895
'0:30.176',6.870
'0:30.180',6.845
'0:30.184',6.820
'0:30.188',6.785
'0:30.192',6.795
'0:30.196',6.805
'0:30.200',6.795
'0:30.204',6.805
'0:30.208',6.810
'0:30.212',6.865
'0:30.216',6.905
'0:30.220',6.975
'0:30.224',7.050
'0:30.228',7.170
'0:30.232',7.240
'0:30.236',7.275
'0:30.240',7.305
'0:30.244',7.360
'0:30.248',7.425
'0:30.252',7.485
'0:30.256',7.495
'0:30.260',7.530
'0:30.264',7.545
'0:30.268',7.565
'0:30.272',7.600
'0:30.276',7.570
'0:30.280',7.570
'0:30.284',7.605
'0:30.288',7.615
'0:30.292',7.570
'0:30.296',7.590
'0:30.300',7.600
'0:30.304',7.615
'0:30.308',7.615
'0:30.312',7.625
'0:30.316',7.630
'0:30.320',7.605
'0:30.324',7.605
'0:30.328',7.615
'0:30.332',7.630
'0:30.336',7.640
'0:30.340',7.630
'0:30.344',7.640
'0:30.348',7.650
'0:30.352',7.665
'0:30.356',7.640
'0:30.360',7.650
'0:30.364',7.615
'0:30.368',7.640
'0:30.372',7.630
'0:30.376',7.625
'0:30.380',7.625
'0:30.384',7.615
'0:30.388',7.630
'0:30.392',7.655
'0:30.396',7.655
'0:30.400',7.640
'0:30.404',7.665
'0:30.408',7.640
'0:30.412',7.665
'0:30.416',7.665
'0:30.420',7.640
'0:30.424',7.675
'0:30.428',7.650
'0:30.432',7.665
'0:30.436',7.650
'0:30.440',7.650
'0:30.444',7.640
'0:30.448',7.650
'0:30.452',7.665
'0:30.456',7.685
'0:30.460',7.665
'0:30.464',7.630
'0:30.468',7.640
'0:30.472',7.665
'0:30.476',7.655
'0:30.480',7.675
'0:30.484',7.685
'0:30.488',7.685
'0:30.492',7.640
'0:30.496',7.630
'0:30.500',7.640
'0:30.504',7.640
'0:30.508',7.655
'0:30.512',7.650
'0:30.516',7.655
'0:30.520',7.675
'0:30.524',7.650
'0:30.528',7.665
'0:30.532',7.675
'0:30.536',7.650
'0:30.540',7.665
'0:30.544',7.675
'0:30.548',7.690
'0:30.552',7.690
'0:30.556',7.655
'0:30.560',7.650
'0:30.564',7.655
'0:30.568',7.640
'0:30.572',7.640
'0:30.576',7.655
'0:30.580',7.640
'0:30.584',7.640
'0:30.588',7.650
'0:30.592',7.650
'0:30.596',7.675
'0:30.600',7.640
'0:30.604',7.630
'0:30.608',7.640
'0:30.612',7.640
'0:30.616',7.655
'0:30.620',7.630
'0:30.624',7.630
'0:30.628',7.640
'0:30.632',7.655
'0:30.636',7.640
'0:30.640',7.630
'0:30.644',7.640
'0:30.648',7.625
'0:30.652',7.630
'0:30.656',7.615
'0:30.660',7.640
'0:30.664',7.640
'0:30.668',7.630
'0:30.672',7.615
'0:30.676',7.615
'0:30.680',7.605
'0:30.684',7.600
'0:30.688',7.605
'0:30.692',7.615
'0:30.696',7.605
'0:30.700',7.605
'0:30.704',7.580
'0:30.708',7.580
'0:30.712',7.590
'0:30.716',7.590
'0:30.720',7.590
'0:30.724',7.590
'0:30.728',7.600
'0:30.732',7.605
'0:30.736',7.600
'0:30.740',7.570
'0:30.744',7.570
'0:30.748',7.565
'0:30.752',7.565
'0:30.756',7.570
'0:30.760',7.570
'0:30.764',7.565
'0:30.768',7.565
'0:30.772',7.555
'0:30.776',7.570
'0:30.780',7.565
'0:30.784',7.565
'0:30.788',7.565
'0:30.792',7.570
'0:30.796',7.565
'0:30.800',7.545
'0:30.804',7.565
'0:30.808',7.570
'0:30.812',7.565
'0:30.816',7.540
'0:30.820',7.540
'0:30.824',7.545
'0:30.828',7.565
'0:30.832',7.600
'0:30.836',7.570
'0:30.840',7.545
'0:30.844',7.540
'0:30.848',7.520
'0:30.852',7.530
'0:30.856',7.520
'0:30.860',7.520
'0:30.864',7.520
'0:30.868',7.505
'0:30.872',7.520
'0:30.876',7.530
'0:30.880',7.510
'0:30.884',7.495
'0:30.888',7.480
'0:30.892',7.470
'0:30.896',7.505
'0:30.900',7.520
'0:30.904',7.540
'0:30.908',7.555
'0:30.912',7.565
'0:30.916',7.570
'0:30.920',7.545
'0:30.924',7.505
'0:30.928',7.505
'0:30.932',7.520
'0:30.936',7.545
'0:30.940',7.565
'0:30.944',7.565
'0:30.948',7.540
'0:30.952',7.510
'0:30.956',7.530
'0:30.960',7.545
'0:30.964',7.545
'0:30.968',7.545
'0:30.972',7.570
'0:30.976',7.555
'0:30.980',7.505
'0:30.984',7.365
'0:30.988',7.095
'0:30.992',6.845
'0:30.996',6.710
'0:31.000',6.615
'0:31.004',6.410
'0:31.008',6.425
'0:31.012',6.710
'0:31.016',7.130
'0:31.020',7.450
'0:31.024',7.745
'0:31.028',7.805
'0:31.032',7.655
'0:31.036',7.540
'0:31.040',7.495
'0:31.044',7.450
'0:31.048',7.470
'0:31.052',7.450
'0:31.056',7.470
'0:31.060',7.485
'0:31.064',7.470
'0:31.068',7.485
'0:31.072',7.435
'0:31.076',7.450
'0:31.080',7.460
'0:31.084',7.450
'0:31.088',7.435
'0:31.092',7.460
'0:31.096',7.470
'0:31.100',7.445
'0:31.104',7.445
'0:31.108',7.460
'0:31.112',7.450
'0:31.116',7.420
'0:31.120',7.390
'0:31.124',7.410
'0:31.128',7.420
'0:31.132',7.450
'0:31.136',7.435
'0:31.140',7.435
'0:31.144',7.435
'0:31.148',7.420
'0:31.152',7.420
'0:31.156',7.410
'0:31.160',7.410
'0:31.164',7.365
'0:31.168',7.360
'0:31.172',7.365
'0:31.176',7.385
'0:31.180',7.400
'0:31.184',7.390
'0:31.188',7.365
'0:31.192',7.340
'0:31.196',7.315
'0:31.200',7.300
'0:31.204',7.290
'0:31.208',7.280
'0:31.212',7.240
'0:31.216',7.240
'0:31.220',7.240
'0:31.224',7.230
'0:31.228',7.195
'0:31.232',7.130
'0:31.236',7.075
'0:31.240',7.015
'0:31.244',7.025
'0:31.248',7.000
'0:31.252',6.990
'0:31.256',6.955
'0:31.260',6.905
'0:31.264',6.880
'0:31.268',6.865
'0:31.272',6.810
'0:31.276',6.770
'0:31.280',6.750
'0:31.284',6.745
'0:31.288',6.710
'0:31.292',6.725
'0:31.296',6.715
'0:31.300',6.750
'0:31.304',6.770
'0:31.308',6.810
'0:31.312',6.855
'0:31.316',6.895
'0:31.320',6.955
'0:31.324',7.050
'0:31.328',7.120
'0:31.332',7.180
'0:31.336',7.230
'0:31.340',7.280
'0:31.344',7.335
'0:31.348',7.360
'0:31.352',7.385
'0:31.356',7.420
'0:31.360',7.425
'0:31.364',7.425
'0:31.368',7.445
'0:31.372',7.460
'0:31.376',7.480
'0:31.380',7.485
'0:31.384',7.505
'0:31.388',7.495
'0:31.392',7.495
'0:31.396',7.495
'0:31.400',7.495
'0:31.404',7.505
'0:31.408',7.505
'0:31.412',7.505
'0:31.416',7.540
'0:31.420',7.545
'0:31.424',7.545
'0:31.428',7.555
'0:31.432',7.540
'0:31.436',7.505
'0:31.440',7.520
'0:31.444',7.540
'0:31.448',7.540
'0:31.452',7.520
'0:31.456',7.530
'0:31.460',7.545
'0:31.464',7.565
'0:31.468',7.565
'0:31.472',7.570
'0:31.476',7.625
'0:31.480',7.570
'0:31.484',7.545
'0:31.488',7.565
'0:31.492',7.570
'0:31.496',7.615
'0:31.500',7.605
'0:31.504',7.580
'0:31.508',7.570
'0:31.512',7.570
'0:31.516',7.545
'0:31.520',7.555
'0:31.524',7.565
'0:31.528',7.600
'0:31.532',7.600
'0:31.536',7.600
'0:31.540',7.630
'0:31.544',7.615
'0:31.548',7.605
'0:31.552',7.605
'0:31.556',7.600
'0:31.560',7.570
'0:31.564',7.570
'0:31.568',7.615
'0:31.572',7.630
'0:31.576',7.630
'0:31.580',7.605
'0:31.584',7.580
'0:31.588',7.605
'0:31.592',7.605
'0:31.596',7.605
'0:31.600',7.605
'0:31.604',7.605
'0:31.608',7.600
'0:31.612',7.615
'0:31.616',7.630
'0:31.620',7.640
'0:31.624',7.640
'0:31.628',7.630
'0:31.632',7.630
'0:31.636',7.640
'0:31.640',7.640
'0:31.644',7.630
'0:31.648',7.650
'0:31.652',7.640
'0:31.656',7.640
'0:31.660',7.630
'0:31.664',7.630
'0:31.668',7.630
'0:31.672',7.650
'0:31.676',7.650
'0:31.680',7.650
'0:31.684',7.650
'0:31.688',7.650
'0:31.692',7.685
'0:31.696',7.650
'0:31.700',7.665
'0:31.704',7.690
'0:31.708',7.690
'0:31.712',7.710
'0:31.716',7.665
'0:31.720',7.650
'0:31.724',7.630
'0:31.728',7.630
'0:31.732',7.640
'0:31.736',7.675
'0:31.740',7.675
'0:31.744',7.675
'0:31.748',7.665
'0:31.752',7.655
'0:31.756',7.650
'0:31.760',7.665
'0:31.764',7.665
'0:31.768',7.675
'0:31.772',7.650
'0:31.776',7.685
'0:31.780',7.650
'0:31.784',7.675
'0:31.788',7.685
'0:31.792',7.685
'0:31.796',7.690
'0:31.800',7.690
'0:31.804',7.650
'0:31.808',7.640
'0:31.812',7.640
'0:31.816',7.675
'0:31.820',7.690
'0:31.824',7.685
'0:31.828',7.685
'0:31.832',7.710
'0:31.836',7.690
'0:31.840',7.685
'0:31.844',7.685
'0:31.848',7.655
'0:31.852',7.650
'0:31.856',7.675
'0:31.860',7.700
'0:31.864',7.685
'0:31.868',7.665
'0:31.872',7.655
'0:31.876',7.675
'0:31.880',7.675
'0:31.884',7.710
'0:31.888',7.690
'0:31.892',7.700
'0:31.896',7.710
'0:31.900',7.685
'0:31.904',7.685
'0:31.908',7.665
'0:31.912',7.665
'0:31.916',7.685
'0:31.920',7.690
'0:31.924',7.690
'0:31.928',7.685
'0:31.932',7.685
'0:31.936',7.665
'0:31.940',7.665
'0:31.944',7.700
'0:31.948',7.700
'0:31.952',7.685
'0:31.956',7.685
'0:31.960',7.675
'0:31.964',7.665
'0:31.968',7.650
'0:31.972',7.685
'0:31.976',7.675
'0:31.980',7.650
'0:31.984',7.625
'0:31.988',7.630
'0:31.992',7.640
'0:31.996',7.630
'0:32.000',7.600
'0:32.004',7.600
'0:32.008',7.600
'0:32.012',7.640
'0:32.016',7.640
'0:32.020',7.640
'0:32.024',7.655
'0:32.028',7.675
'0:32.032',7.665
'0:32.036',7.685
'0:32.040',7.690
'0:32.044',7.685
'0:32.048',7.685
'0:32.052',7.665
'0:32.056',7.655
'0:32.060',7.655
'0:32.064',7.675
'0:32.068',7.690
'0:32.072',7.710
'0:32.076',7.690
'0:32.080',7.665
'0:32.084',7.700
'0:32.088',7.735
'0:32.092',7.710
'0:32.096',7.640
'0:32.100',7.460
'0:32.104',7.130
'0:32.108',6.880
'0:32.112',6.735
'0:32.116',6.510
'0:32.120',6.240
'0:32.124',6.300
'0:32.128',6.745
'0:32.132',7.365
'0:32.136',7.760
'0:32.140',7.955
'0:32.144',7.930
'0:32.148',7.775
'0:32.152',7.690
'0:32.156',7.640
'0:32.160',7.615
'0:32.164',7.580
'0:32.168',7.590
'0:32.172',7.605
'0:32.176',7.605
'0:32.180',7.600
'0:32.184',7.590
'0:32.188',7.565
'0:32.192',7.570
'0:32.196',7.570
'0:32.200',7.580
'0:32.204',7.580
'0:32.208',7.590
'0:32.212',7.570
'0:32.216',7.555
'0:32.220',7.555
'0:32.224',7.555
'0:32.228',7.565
'0:32.232',7.570
'0:32.236',7.570
'0:32.240',7.565
'0:32.244',7.545
'0:32.248',7.545
'0:32.252',7.540
'0:32.256',7.540
'0:32.260',7.540
'0:32.264',7.545
'0:32.268',7.545
'0:32.272',7.540
'0:32.276',7.505
'0:32.280',7.505
'0:32.284',7.505
'0:32.288',7.495
'0:32.292',7.485
'0:32.296',7.460
'0:32.300',7.460
'0:32.304',7.445
'0:32.308',7.425
'0:32.312',7.445
'0:32.316',7.420
'0:32.320',7.410
'0:32.324',7.385
'0:32.328',7.375
'0:32.332',7.360
'0:32.336',7.325
'0:32.340',7.280
'0:32.344',7.265
'0:32.348',7.230
'0:32.352',7.205
'0:32.356',7.145
'0:32.360',7.130
'0:32.364',7.095
'0:32.368',7.070
'0:32.372',7.035
'0:32.376',6.990
'0:32.380',6.950
'0:32.384',6.905
'0:32.388',6.880
'0:32.392',6.855
'0:32.396',6.830
'0:32.400',6.810
'0:32.404',6.785
'0:32.408',6.785
'0:32.412',6.785
'0:32.416',6.795
'0:32.420',6.810
'0:32.424',6.880
'0:32.428',6.965
'0:32.432',7.050
'0:32.436',7.135
'0:32.440',7.185
'0:32.444',7.230
'0:32.448',7.265
'0:32.452',7.315
'0:32.456',7.375
'0:32.460',7.425
'0:32.464',7.470
'0:32.468',7.505
'0:32.472',7.520
'0:32.476',7.520
'0:32.480',7.530
'0:32.484',7.565
'0:32.488',7.570
'0:32.492',7.570
'0:32.496',7.600
'0:32.500',7.600
'0:32.504',7.600
'0:32.508',7.590
'0:32.512',7.600
'0:32.516',7.615
'0:32.520',7.600
'0:32.524',7.615
'0:32.528',7.630
'0:32.532',7.625
'0:32.536',7.650
'0:32.540',7.650
'0:32.544',7.625
'0:32.548',7.625
'0:32.552',7.605
'0:32.556',7.605
'0:32.560',7.630
'0:32.564',7.630
'0:32.568',7.650
'0:32.572',7.655
'0:32.576',7.630
'0:32.580',7.640
'0:32.584',7.640
'0:32.588',7.655
'0:32.592',7.685
'0:32.596',7.655
'0:32.600',7.655
'0:32.604',7.655
'0:32.608',7.650
'0:32.612',7.650
'0:32.616',7.675
'0:32.620',7.665
'0:32.624',7.685
'0:32.628',7.685
'0:32.632',7.655
'0:32.636',7.665
'0:32.640',7.665
'0:32.644',7.650
'0:32.648',7.650
'0:32.652',7.665
'0:32.656',7.685
'0:32.660',7.665
'0:32.664',7.675
'0:32.668',7.685
'0:32.672',7.675
'0:32.676',7.685
'0:32.680',7.690
'0:32.684',7.690
'0:32.688',7.685
'0:32.692',7.700
'0:32.696',7.690
'0:32.700',7.700
'0:32.704',7.700
'0:32.708',7.700
'0:32.712',7.690
'0:32.716',7.685
'0:32.720',7.700
'0:32.724',7.700
'0:32.728',7.710
'0:32.732',7.700
'0:32.736',7.700
'0:32.740',7.700
'0:32.744',7.710
'0:32.748',7.700
'0:32.752',7.690
'0:32.756',7.700
'0:32.760',7.710
'0:32.764',7.735
'0:32.768',7.700
'0:32.772',7.710
'0:32.776',7.715
'0:32.780',7.700
'0:32.784',7.710
'0:32.788',7.710
'0:32.792',7.710
'0:32.796',7.710
'0:32.800',7.710
'0:32.804',7.710
'0:32.808',7.715
'0:32.812',7.710
'0:32.816',7.710
'0:32.820',7.710
'0:32.824',7.710
'0:32.828',7.735
'0:32.832',7.715
'0:32.836',7.710
'0:32.840',7.725
'0:32.844',7.715
'0:32.848',7.715
'0:32.852',7.735
'0:32.856',7.710
'0:32.860',7.725
'0:32.864',7.715
'0:32.868',7.710
'0:32.872',7.725
'0:32.876',7.735
'0:32.880',7.735
