'Elapsed time','MLII'
'0:40.411',-1.080
'0:40.414',-1.080
'0:40.417',-1.085
'0:40.419',-1.075
'0:40.422',-1.070
'0:40.425',-1.080
'0:40.428',-1.075
'0:40.431',-1.060
'0:40.433',-1.060
'0:40.436',-1.075
'0:40.439',-1.090
'0:40.442',-1.095
'0:40.444',-1.095
'0:40.447',-1.105
'0:40.450',-1.105
'0:40.453',-1.090
'0:40.456',-1.090
'0:40.458',-1.085
'0:40.461',-1.090
'0:40.464',-1.080
'0:40.467',-1.090
'0:40.469',-1.090
'0:40.472',-1.105
'0:40.475',-1.110
'0:40.478',-1.120
'0:40.481',-1.130
'0:40.483',-1.130
'0:40.486',-1.130
'0:40.489',-1.125
'0:40.492',-1.120
'0:40.494',-1.125
'0:40.497',-1.110
'0:40.500',-1.125
'0:40.503',-1.130
'0:40.506',-1.130
'0:40.508',-1.150
'0:40.511',-1.155
'0:40.514',-1.155
'0:40.517',-1.160
'0:40.519',-1.145
'0:40.522',-1.130
'0:40.525',-1.125
'0:40.528',-1.115
'0:40.531',-1.115
'0:40.533',-1.125
'0:40.536',-1.130
'0:40.539',-1.125
'0:40.542',-1.105
'0:40.544',-1.105
'0:40.547',-1.095
'0:40.550',-1.090
'0:40.553',-1.075
'0:40.556',-1.070
'0:40.558',-1.065
'0:40.561',-1.065
'0:40.564',-1.035
'0:40.567',-1.040
'0:40.569',-1.025
'0:40.572',-1.010
'0:40.575',-1.000
'0:40.578',-0.990
'0:40.581',-0.970
'0:40.583',-0.945
'0:40.586',-0.920
'0:40.589',-0.895
'0:40.592',-0.875
'0:40.594',-0.840
'0:40.597',-0.815
'0:40.600',-0.805
'0:40.603',-0.800
'0:40.606',-0.800
'0:40.608',-0.780
'0:40.611',-0.805
'0:40.614',-0.785
'0:40.617',-0.795
'0:40.619',-0.775
'0:40.622',-0.765
'0:40.625',-0.755
'0:40.628',-0.755
'0:40.631',-0.760
'0:40.633',-0.775
'0:40.636',-0.775
'0:40.639',-0.780
'0:40.642',-0.790
'0:40.644',-0.795
'0:40.647',-0.805
'0:40.650',-0.815
'0:40.653',-0.805
'0:40.656',-0.805
'0:40.658',-0.805
'0:40.661',-0.810
'0:40.664',-0.800
'0:40.667',-0.805
'0:40.669',-0.810
'0:40.672',-0.830
'0:40.675',-0.825
'0:40.678',-0.845
'0:40.681',-0.850
'0:40.683',-0.845
'0:40.686',-0.840
'0:40.689',-0.845
'0:40.692',-0.840
'0:40.694',-0.840
'0:40.697',-0.830
'0:40.700',-0.840
'0:40.703',-0.835
'0:40.706',-0.845
'0:40.708',-0.850
'0:40.711',-0.860
'0:40.714',-0.865
'0:40.717',-0.865
'0:40.719',-0.865
'0:40.722',-0.865
'0:40.725',-0.860
'0:40.728',-0.855
'0:40.731',-0.840
'0:40.733',-0.845
'0:40.736',-0.845
'0:40.739',-0.850
'0:40.742',-0.860
'0:40.744',-0.860
'0:40.747',-0.870
'0:40.750',-0.875
'0:40.753',-0.870
'0:40.756',-0.860
'0:40.758',-0.860
'0:40.761',-0.850
'0:40.764',-0.840
'0:40.767',-0.835
'0:40.769',-0.835
'0:40.772',-0.840
'0:40.775',-0.845
'0:40.778',-0.840
'0:40.781',-0.855
'0:40.783',-0.860
'0:40.786',-0.850
'0:40.789',-0.840
'0:40.792',-0.845
'0:40.794',-0.840
'0:40.797',-0.825
'0:40.800',-0.815
'0:40.803',-0.800
'0:40.806',-0.800
'0:40.808',-0.815
'0:40.811',-0.810
'0:40.814',-0.800
'0:40.817',-0.790
'0:40.819',-0.785
'0:40.822',-0.780
'0:40.825',-0.765
'0:40.828',-0.765
'0:40.831',-0.765
'0:40.833',-0.770
'0:40.836',-0.760
'0:40.839',-0.755
'0:40.842',-0.750
'0:40.844',-0.750
'0:40.847',-0.745
'0:40.850',-0.745
'0:40.853',-0.770
'0:40.856',-0.785
'0:40.858',-0.790
'0:40.861',-0.795
'0:40.864',-0.790
'0:40.867',-0.805
'0:40.869',-0.810
'0:40.872',-0.815
'0:40.875',-0.820
'0:40.878',-0.840
'0:40.881',-0.855
'0:40.883',-0.870
'0:40.886',-0.880
'0:40.889',-0.880
'0:40.892',-0.890
'0:40.894',-0.895
'0:40.897',-0.905
'0:40.900',-0.895
'0:40.903',-0.900
'0:40.906',-0.910
'0:40.908',-0.910
'0:40.911',-0.920
'0:40.914',-0.920
'0:40.917',-0.935
'0:40.919',-0.925
'0:40.922',-0.925
'0:40.925',-0.920
'0:40.928',-0.910
'0:40.931',-0.905
'0:40.933',-0.910
'0:40.936',-0.915
'0:40.939',-0.925
'0:40.942',-0.945
'0:40.944',-0.935
'0:40.947',-0.930
'0:40.950',-0.925
'0:40.953',-0.910
'0:40.956',-0.890
'0:40.958',-0.890
'0:40.961',-0.885
'0:40.964',-0.870
'0:40.967',-0.875
'0:40.969',-0.850
'0:40.972',-0.795
'0:40.975',-0.730
'0:40.978',-0.640
'0:40.981',-0.515
'0:40.983',-0.360
'0:40.986',-0.205
'0:40.989',-0.075
'0:40.992',-0.035
'0:40.994',-0.055
'0:40.997',-0.170
'0:41.000',-0.325
'0:41.003',-0.505
'0:41.006',-0.710
'0:41.008',-0.935
'0:41.011',-1.130
'0:41.014',-1.235
'0:41.017',-1.255
'0:41.019',-1.230
'0:41.022',-1.200
'0:41.025',-1.180
'0:41.028',-1.160
'0:41.031',-1.130
'0:41.033',-1.105
'0:41.036',-1.095
'0:41.039',-1.070
'0:41.042',-1.040
'0:41.044',-1.035
'0:41.047',-1.020
'0:41.050',-1.035
'0:41.053',-1.040
'0:41.056',-1.025
'0:41.058',-1.025
'0:41.061',-1.015
'0:41.064',-1.010
'0:41.067',-1.015
'0:41.069',-1.005
'0:41.072',-1.025
'0:41.075',-1.035
'0:41.078',-1.040
'0:41.081',-1.040
'0:41.083',-1.035
'0:41.086',-1.030
'0:41.089',-1.030
'0:41.092',-1.035
'0:41.094',-1.025
'0:41.097',-1.030
'0:41.100',-1.030
'0:41.103',-1.030
'0:41.106',-1.030
'0:41.108',-1.040
'0:41.111',-1.050
'0:41.114',-1.055
'0:41.117',-1.060
'0:41.119',-1.070
'0:41.122',-1.050
'0:41.125',-1.050
'0:41.128',-1.040
'0:41.131',-1.045
'0:41.133',-1.045
'0:41.136',-1.050
'0:41.139',-1.075
'0:41.142',-1.070
'0:41.144',-1.080
'0:41.147',-1.080
'0:41.150',-1.090
'0:41.153',-1.085
'0:41.156',-1.080
'0:41.158',-1.070
'0:41.161',-1.070
'0:41.164',-1.055
'0:41.167',-1.055
'0:41.169',-1.065
'0:41.172',-1.060
'0:41.175',-1.070
'0:41.178',-1.095
'0:41.181',-1.085
'0:41.183',-1.095
'0:41.186',-1.090
'0:41.189',-1.080
'0:41.192',-1.080
'0:41.194',-1.075
'0:41.197',-1.065
'0:41.200',-1.080
'0:41.203',-1.095
'0:41.206',-1.105
'0:41.208',-1.110
'0:41.211',-1.120
'0:41.214',-1.110
'0:41.217',-1.120
'0:41.219',-1.105
'0:41.222',-1.095
'0:41.225',-1.090
'0:41.228',-1.085
'0:41.231',-1.075
'0:41.233',-1.065
'0:41.236',-1.065
'0:41.239',-1.065
'0:41.242',-1.070
'0:41.244',-1.055
'0:41.247',-1.040
'0:41.250',-1.060
'0:41.253',-1.045
'0:41.256',-1.030
'0:41.258',-1.005
'0:41.261',-0.995
'0:41.264',-0.980
'0:41.267',-0.980
'0:41.269',-0.970
'0:41.272',-0.955
'0:41.275',-0.940
'0:41.278',-0.925
'0:41.281',-0.915
'0:41.283',-0.900
'0:41.286',-0.885
'0:41.289',-0.855
'0:41.292',-0.830
'0:41.294',-0.815
'0:41.297',-0.790
'0:41.300',-0.785
'0:41.303',-0.770
'0:41.306',-0.765
'0:41.308',-0.755
'0:41.311',-0.765
'0:41.314',-0.750
'0:41.317',-0.745
'0:41.319',-0.735
'0:41.322',-0.725
'0:41.325',-0.730
'0:41.328',-0.720
'0:41.331',-0.715
'0:41.333',-0.730
'0:41.336',-0.740
'0:41.339',-0.745
'0:41.342',-0.755
'0:41.344',-0.740
'0:41.347',-0.755
'0:41.350',-0.760
'0:41.353',-0.770
'0:41.356',-0.770
'0:41.358',-0.760
'0:41.361',-0.765
'0:41.364',-0.770
'0:41.367',-0.765
'0:41.369',-0.760
'0:41.372',-0.770
'0:41.375',-0.780
'0:41.378',-0.785
'0:41.381',-0.785
'0:41.383',-0.800
'0:41.386',-0.805
'0:41.389',-0.795
'0:41.392',-0.800
'0:41.394',-0.790
'0:41.397',-0.790
'0:41.400',-0.790
'0:41.403',-0.795
'0:41.406',-0.805
'0:41.408',-0.815
'0:41.411',-0.825
'0:41.414',-0.825
'0:41.417',-0.840
'0:41.419',-0.825
'0:41.422',-0.820
'0:41.425',-0.815
'0:41.428',-0.805
'0:41.431',-0.795
'0:41.433',-0.815
'0:41.436',-0.825
'0:41.439',-0.820
'0:41.442',-0.840
'0:41.444',-0.825
'0:41.447',-0.835
'0:41.450',-0.835
'0:41.453',-0.845
'0:41.456',-0.835
'0:41.458',-0.825
'0:41.461',-0.815
'0:41.464',-0.805
'0:41.467',-0.815
'0:41.469',-0.815
'0:41.472',-0.820
'0:41.475',-0.815
'0:41.478',-0.810
'0:41.481',-0.805
'0:41.483',-0.805
'0:41.486',-0.790
'0:41.489',-0.775
'0:41.492',-0.760
'0:41.494',-0.750
'0:41.497',-0.740
'0:41.500',-0.755
'0:41.503',-0.755
'0:41.506',-0.755
'0:41.508',-0.750
'0:41.511',-0.740
'0:41.514',-0.735
'0:41.517',-0.725
'0:41.519',-0.710
'0:41.522',-0.705
'0:41.525',-0.695
'0:41.528',-0.700
'0:41.531',-0.705
'0:41.533',-0.715
'0:41.536',-0.735
'0:41.539',-0.755
'0:41.542',-0.760
'0:41.544',-0.770
'0:41.547',-0.785
'0:41.550',-0.790
'0:41.553',-0.800
'0:41.556',-0.800
'0:41.558',-0.810
'0:41.561',-0.805
'0:41.564',-0.810
'0:41.567',-0.830
'0:41.569',-0.840
'0:41.572',-0.865
'0:41.575',-0.875
'0:41.578',-0.885
'0:41.581',-0.890
'0:41.583',-0.890
'0:41.586',-0.895
'0:41.589',-0.890
'0:41.592',-0.885
'0:41.594',-0.875
'0:41.597',-0.875
'0:41.600',-0.870
'0:41.603',-0.880
'0:41.606',-0.885
'0:41.608',-0.890
'0:41.611',-0.900
'0:41.614',-0.895
'0:41.617',-0.905
'0:41.619',-0.905
'0:41.622',-0.895
'0:41.625',-0.885
'0:41.628',-0.870
'0:41.631',-0.860
'0:41.633',-0.870
'0:41.636',-0.865
'0:41.639',-0.865
'0:41.642',-0.850
'0:41.644',-0.805
'0:41.647',-0.740
'0:41.650',-0.670
'0:41.653',-0.565
'0:41.656',-0.430
'0:41.658',-0.280
'0:41.661',-0.135
'0:41.664',-0.015
'0:41.667',0.050
'0:41.669',0.025
'0:41.672',-0.045
'0:41.675',-0.190
'0:41.678',-0.330
'0:41.681',-0.485
'0:41.683',-0.645
'0:41.686',-0.820
'0:41.689',-0.985
'0:41.692',-1.120
'0:41.694',-1.180
'0:41.697',-1.175
'0:41.700',-1.160
'0:41.703',-1.135
'0:41.706',-1.120
'0:41.708',-1.095
'0:41.711',-1.065
'0:41.714',-1.055
'0:41.717',-1.040
'0:41.719',-1.020
'0:41.722',-1.010
'0:41.725',-0.995
'0:41.728',-0.975
'0:41.731',-0.965
'0:41.733',-0.965
'0:41.736',-0.970
'0:41.739',-0.985
'0:41.742',-0.985
'0:41.744',-0.990
'0:41.747',-0.990
'0:41.750',-1.000
'0:41.753',-1.000
'0:41.756',-0.970
'0:41.758',-0.980
'0:41.761',-0.970
'0:41.764',-0.965
'0:41.767',-0.970
'0:41.769',-0.985
'0:41.772',-0.990
'0:41.775',-0.995
'0:41.778',-1.000
'0:41.781',-1.005
'0:41.783',-1.005
'0:41.786',-1.015
'0:41.789',-1.005
'0:41.792',-0.990
'0:41.794',-0.995
'0:41.797',-0.985
'0:41.800',-0.985
'0:41.803',-0.995
'0:41.806',-1.000
'0:41.808',-1.015
'0:41.811',-1.015
'0:41.814',-1.020
'0:41.817',-1.035
'0:41.819',-1.030
'0:41.822',-1.025
'0:41.825',-1.020
'0:41.828',-1.020
'0:41.831',-1.010
'0:41.833',-1.015
'0:41.836',-1.030
'0:41.839',-1.040
'0:41.842',-1.050
'0:41.844',-1.065
'0:41.847',-1.055
'0:41.850',-1.075
'0:41.853',-1.070
'0:41.856',-1.085
'0:41.858',-1.065
'0:41.861',-1.070
'0:41.864',-1.060
'0:41.867',-1.065
'0:41.869',-1.065
'0:41.872',-1.080
'0:41.875',-1.080
'0:41.878',-1.090
'0:41.881',-1.100
'0:41.883',-1.120
'0:41.886',-1.110
'0:41.889',-1.115
'0:41.892',-1.125
'0:41.894',-1.110
'0:41.897',-1.100
'0:41.900',-1.110
'0:41.903',-1.110
'0:41.906',-1.120
'0:41.908',-1.125
'0:41.911',-1.120
'0:41.914',-1.115
'0:41.917',-1.125
'0:41.919',-1.120
'0:41.922',-1.100
'0:41.925',-1.095
'0:41.928',-1.080
'0:41.931',-1.075
'0:41.933',-1.070
'0:41.936',-1.070
'0:41.939',-1.070
'0:41.942',-1.070
'0:41.944',-1.070
'0:41.947',-1.055
'0:41.950',-1.050
'0:41.953',-1.040
'0:41.956',-1.025
'0:41.958',-0.995
'0:41.961',-0.960
'0:41.964',-0.940
'0:41.967',-0.930
'0:41.969',-0.895
'0:41.972',-0.880
'0:41.975',-0.865
'0:41.978',-0.860
'0:41.981',-0.845
'0:41.983',-0.835
'0:41.986',-0.830
'0:41.989',-0.810
'0:41.992',-0.775
'0:41.994',-0.745
'0:41.997',-0.730
'0:42.000',-0.730
'0:42.003',-0.715
'0:42.006',-0.725
'0:42.008',-0.720
'0:42.011',-0.715
'0:42.014',-0.720
'0:42.017',-0.740
'0:42.019',-0.735
'0:42.022',-0.720
'0:42.025',-0.720
'0:42.028',-0.710
'0:42.031',-0.705
'0:42.033',-0.700
'0:42.036',-0.710
'0:42.039',-0.720
'0:42.042',-0.735
'0:42.044',-0.740
'0:42.047',-0.755
'0:42.050',-0.745
'0:42.053',-0.755
'0:42.056',-0.745
'0:42.058',-0.750
'0:42.061',-0.755
'0:42.064',-0.735
'0:42.067',-0.740
'0:42.069',-0.760
'0:42.072',-0.755
'0:42.075',-0.770
'0:42.078',-0.770
'0:42.081',-0.785
'0:42.083',-0.785
'0:42.086',-0.780
'0:42.089',-0.785
'0:42.092',-0.785
'0:42.094',-0.765
'0:42.097',-0.765
'0:42.100',-0.780
'0:42.103',-0.780
'0:42.106',-0.775
'0:42.108',-0.785
'0:42.111',-0.785
'0:42.114',-0.785
'0:42.117',-0.810
'0:42.119',-0.810
'0:42.122',-0.795
'0:42.125',-0.790
'0:42.128',-0.780
'0:42.131',-0.775
'0:42.133',-0.775
'0:42.136',-0.780
'0:42.139',-0.790
'0:42.142',-0.785
'0:42.144',-0.785
'0:42.147',-0.790
'0:42.150',-0.785
'0:42.153',-0.790
'0:42.156',-0.785
'0:42.158',-0.770
'0:42.161',-0.765
'0:42.164',-0.750
'0:42.167',-0.765
'0:42.169',-0.755
'0:42.172',-0.755
'0:42.175',-0.760
'0:42.178',-0.765
'0:42.181',-0.780
'0:42.183',-0.785
'0:42.186',-0.765
'0:42.189',-0.745
'0:42.192',-0.740
'0:42.194',-0.725
'0:42.197',-0.705
'0:42.200',-0.700
'0:42.203',-0.680
'0:42.206',-0.675
'0:42.208',-0.675
'0:42.211',-0.680
'0:42.214',-0.675
'0:42.217',-0.695
'0:42.219',-0.690
'0:42.222',-0.690
'0:42.225',-0.670
'0:42.228',-0.670
'0:42.231',-0.660
'0:42.233',-0.660
'0:42.236',-0.640
'0:42.239',-0.640
'0:42.242',-0.650
'0:42.244',-0.650
'0:42.247',-0.670
'0:42.250',-0.705
'0:42.253',-0.730
'0:42.256',-0.735
'0:42.258',-0.740
'0:42.261',-0.715
'0:42.264',-0.715
'0:42.267',-0.730
'0:42.269',-0.730
'0:42.272',-0.750
'0:42.275',-0.780
'0:42.278',-0.805
'0:42.281',-0.815
'0:42.283',-0.820
'0:42.286',-0.825
'0:42.289',-0.820
'0:42.292',-0.815
'0:42.294',-0.830
'0:42.297',-0.820
'0:42.300',-0.830
'0:42.303',-0.825
'0:42.306',-0.820
'0:42.308',-0.830
'0:42.311',-0.835
'0:42.314',-0.835
'0:42.317',-0.840
'0:42.319',-0.855
'0:42.322',-0.830
'0:42.325',-0.830
'0:42.328',-0.825
'0:42.331',-0.810
'0:42.333',-0.820
'0:42.336',-0.825
'0:42.339',-0.825
'0:42.342',-0.840
'0:42.344',-0.845
'0:42.347',-0.855
'0:42.350',-0.840
'0:42.353',-0.855
'0:42.356',-0.840
'0:42.358',-0.825
'0:42.361',-0.830
'0:42.364',-0.790
'0:42.367',-0.745
'0:42.369',-0.695
'0:42.372',-0.620
'0:42.375',-0.535
'0:42.378',-0.405
'0:42.381',-0.270
'0:42.383',-0.135
'0:42.386',-0.020
'0:42.389',0.060
'0:42.392',0.075
'0:42.394',-0.015
'0:42.397',-0.125
'0:42.400',-0.265
'0:42.403',-0.415
'0:42.406',-0.555
'0:42.408',-0.715
'0:42.411',-0.880
'0:42.414',-1.005
'0:42.417',-1.075
'0:42.419',-1.085
'0:42.422',-1.075
'0:42.425',-1.025
'0:42.428',-0.980
'0:42.431',-0.935
'0:42.433',-0.915
'0:42.436',-0.900
'0:42.439',-0.910
'0:42.442',-0.925
'0:42.444',-0.950
'0:42.447',-0.960
'0:42.450',-0.960
'0:42.453',-0.945
'0:42.456',-0.935
'0:42.458',-0.930
'0:42.461',-0.915
'0:42.464',-0.915
'0:42.467',-0.915
'0:42.469',-0.920
'0:42.472',-0.925
'0:42.475',-0.940
'0:42.478',-0.940
'0:42.481',-0.950
'0:42.483',-0.960
'0:42.486',-0.955
'0:42.489',-0.950
'0:42.492',-0.950
'0:42.494',-0.940
'0:42.497',-0.935
'0:42.500',-0.935
'0:42.503',-0.940
'0:42.506',-0.945
'0:42.508',-0.950
'0:42.511',-0.950
'0:42.514',-0.960
'0:42.517',-0.960
'0:42.519',-0.965
'0:42.522',-0.955
'0:42.525',-0.950
'0:42.528',-0.955
'0:42.531',-0.950
'0:42.533',-0.950
'0:42.536',-0.955
'0:42.539',-0.970
'0:42.542',-0.975
'0:42.544',-0.990
'0:42.547',-0.995
'0:42.550',-1.010
'0:42.553',-0.995
'0:42.556',-0.995
'0:42.558',-0.990
'0:42.561',-0.995
'0:42.564',-0.990
'0:42.567',-0.990
'0:42.569',-0.990
'0:42.572',-1.000
'0:42.575',-1.015
'0:42.578',-1.025
'0:42.581',-1.020
'0:42.583',-1.030
'0:42.586',-1.030
'0:42.589',-1.030
'0:42.592',-1.020
'0:42.594',-1.010
'0:42.597',-1.010
'0:42.600',-1.025
'0:42.603',-1.030
'0:42.606',-1.045
'0:42.608',-1.065
'0:42.611',-1.070
'0:42.614',-1.065
'0:42.617',-1.060
'0:42.619',-1.055
'0:42.622',-1.050
'0:42.625',-1.035
'0:42.628',-1.025
'0:42.631',-1.030
'0:42.633',-1.030
'0:42.636',-1.020
'0:42.639',-1.020
'0:42.642',-1.020
'0:42.644',-1.025
'0:42.647',-1.025
'0:42.650',-1.020
'0:42.653',-0.995
'0:42.656',-0.985
'0:42.658',-0.975
'0:42.661',-0.955
'0:42.664',-0.930
'0:42.667',-0.915
'0:42.669',-0.900
'0:42.672',-0.875
'0:42.675',-0.865
'0:42.678',-0.845
'0:42.681',-0.835
'0:42.683',-0.820
'0:42.686',-0.795
'0:42.689',-0.760
'0:42.692',-0.740
'0:42.694',-0.720
'0:42.697',-0.695
'0:42.700',-0.680
'0:42.703',-0.670
'0:42.706',-0.675
'0:42.708',-0.670
'0:42.711',-0.665
'0:42.714',-0.660
'0:42.717',-0.660
'0:42.719',-0.665
'0:42.722',-0.660
'0:42.725',-0.655
'0:42.728',-0.655
'0:42.731',-0.645
'0:42.733',-0.650
'0:42.736',-0.660
'0:42.739',-0.665
'0:42.742',-0.675
'0:42.744',-0.675
'0:42.747',-0.695
'0:42.750',-0.700
'0:42.753',-0.715
'0:42.756',-0.700
'0:42.758',-0.700
'0:42.761',-0.695
'0:42.764',-0.675
'0:42.767',-0.690
'0:42.769',-0.690
'0:42.772',-0.700
'0:42.775',-0.715
'0:42.778',-0.720
'0:42.781',-0.725
'0:42.783',-0.740
'0:42.786',-0.735
'0:42.789',-0.735
'0:42.792',-0.730
'0:42.794',-0.730
'0:42.797',-0.720
'0:42.800',-0.720
'0:42.803',-0.730
'0:42.806',-0.730
'0:42.808',-0.740
'0:42.811',-0.750
'0:42.814',-0.750
'0:42.817',-0.745
'0:42.819',-0.750
'0:42.822',-0.750
'0:42.825',-0.745
'0:42.828',-0.730
'0:42.831',-0.735
'0:42.833',-0.730
'0:42.836',-0.750
'0:42.839',-0.750
'0:42.842',-0.760
'0:42.844',-0.765
'0:42.847',-0.765
'0:42.850',-0.780
'0:42.853',-0.770
'0:42.856',-0.760
'0:42.858',-0.755
'0:42.861',-0.750
'0:42.864',-0.750
'0:42.867',-0.755
'0:42.869',-0.760
'0:42.872',-0.765
'0:42.875',-0.770
'0:42.878',-0.770
'0:42.881',-0.780
'0:42.883',-0.775
'0:42.886',-0.775
'0:42.889',-0.745
'0:42.892',-0.740
'0:42.894',-0.710
'0:42.897',-0.695
'0:42.900',-0.685
'0:42.903',-0.670
'0:42.906',-0.665
'0:42.908',-0.680
'0:42.911',-0.700
'0:42.914',-0.690
'0:42.917',-0.705
'0:42.919',-0.695
'0:42.922',-0.695
'0:42.925',-0.680
'0:42.928',-0.660
'0:42.931',-0.650
'0:42.933',-0.640
'0:42.936',-0.625
'0:42.939',-0.630
'0:42.942',-0.630
'0:42.944',-0.665
'0:42.947',-0.685
'0:42.950',-0.705
'0:42.953',-0.725
'0:42.956',-0.740
'0:42.958',-0.740
'0:42.961',-0.720
'0:42.964',-0.715
'0:42.967',-0.710
'0:42.969',-0.720
'0:42.972',-0.755
'0:42.975',-0.775
'0:42.978',-0.785
'0:42.981',-0.815
'0:42.983',-0.815
'0:42.986',-0.830
'0:42.989',-0.820
'0:42.992',-0.820
'0:42.994',-0.820
'0:42.997',-0.825
'0:43.000',-0.820
'0:43.003',-0.820
'0:43.006',-0.825
'0:43.008',-0.835
'0:43.011',-0.840
'0:43.014',-0.845
'0:43.017',-0.855
'0:43.019',-0.835
'0:43.022',-0.830
'0:43.025',-0.835
'0:43.028',-0.820
'0:43.031',-0.820
'0:43.033',-0.820
'0:43.036',-0.825
'0:43.039',-0.820
'0:43.042',-0.830
'0:43.044',-0.830
'0:43.047',-0.845
'0:43.050',-0.845
'0:43.053',-0.845
'0:43.056',-0.815
'0:43.058',-0.775
'0:43.061',-0.715
'0:43.064',-0.620
'0:43.067',-0.500
'0:43.069',-0.345
'0:43.072',-0.220
'0:43.075',-0.070
'0:43.078',0.010
'0:43.081',0.015
'0:43.083',-0.055
'0:43.086',-0.195
'0:43.089',-0.310
'0:43.092',-0.445
'0:43.094',-0.585
'0:43.097',-0.735
'0:43.100',-0.890
'0:43.103',-1.005
'0:43.106',-1.075
'0:43.108',-1.095
'0:43.111',-1.070
'0:43.114',-1.045
'0:43.117',-1.000
'0:43.119',-0.970
'0:43.122',-0.950
'0:43.125',-0.930
'0:43.128',-0.930
'0:43.131',-0.940
'0:43.133',-0.950
'0:43.136',-0.960
'0:43.139',-0.955
'0:43.142',-0.950
'0:43.144',-0.945
'0:43.147',-0.940
'0:43.150',-0.950
'0:43.153',-0.955
'0:43.156',-0.950
'0:43.158',-0.945
'0:43.161',-0.945
'0:43.164',-0.940
'0:43.167',-0.945
'0:43.169',-0.945
'0:43.172',-0.945
'0:43.175',-0.945
'0:43.178',-0.950
'0:43.181',-0.975
'0:43.183',-0.965
'0:43.186',-0.965
'0:43.189',-0.960
'0:43.192',-0.960
'0:43.194',-0.955
'0:43.197',-0.945
'0:43.200',-0.950
'0:43.203',-0.955
'0:43.206',-0.960
'0:43.208',-0.960
'0:43.211',-0.960
'0:43.214',-0.975
'0:43.217',-0.980
'0:43.219',-0.985
'0:43.222',-0.980
'0:43.225',-0.975
'0:43.228',-0.975
'0:43.231',-0.970
'0:43.233',-0.965
'0:43.236',-0.975
'0:43.239',-0.985
'0:43.242',-1.005
'0:43.244',-1.005
'0:43.247',-1.020
'0:43.250',-1.020
'0:43.253',-1.030
'0:43.256',-1.025
'0:43.258',-1.030
'0:43.261',-1.020
'0:43.264',-1.035
'0:43.267',-1.020
'0:43.269',-1.035
'0:43.272',-1.040
'0:43.275',-1.040
'0:43.278',-1.055
'0:43.281',-1.070
'0:43.283',-1.060
'0:43.286',-1.075
'0:43.289',-1.065
'0:43.292',-1.065
'0:43.294',-1.065
'0:43.297',-1.060
'0:43.300',-1.055
'0:43.303',-1.065
'0:43.306',-1.070
'0:43.308',-1.085
'0:43.311',-1.070
'0:43.314',-1.090
'0:43.317',-1.080
'0:43.319',-1.075
'0:43.322',-1.080
'0:43.325',-1.065
'0:43.328',-1.055
'0:43.331',-1.040
'0:43.333',-1.030
'0:43.336',-1.035
'0:43.339',-1.020
'0:43.342',-1.020
'0:43.344',-1.030
'0:43.347',-1.020
'0:43.350',-1.025
'0:43.353',-1.015
'0:43.356',-1.000
'0:43.358',-0.980
'0:43.361',-0.955
'0:43.364',-0.940
'0:43.367',-0.915
'0:43.369',-0.910
'0:43.372',-0.875
'0:43.375',-0.865
'0:43.378',-0.855
'0:43.381',-0.845
'0:43.383',-0.805
'0:43.386',-0.790
'0:43.389',-0.770
'0:43.392',-0.765
'0:43.394',-0.745
'0:43.397',-0.710
'0:43.400',-0.715
'0:43.403',-0.690
'0:43.406',-0.700
'0:43.408',-0.700
'0:43.411',-0.710
'0:43.414',-0.710
'0:43.417',-0.710
'0:43.419',-0.715
'0:43.422',-0.710
'0:43.425',-0.705
'0:43.428',-0.715
'0:43.431',-0.705
'0:43.433',-0.700
'0:43.436',-0.715
'0:43.439',-0.710
'0:43.442',-0.720
'0:43.444',-0.740
'0:43.447',-0.740
'0:43.450',-0.750
'0:43.453',-0.755
'0:43.456',-0.750
'0:43.458',-0.750
'0:43.461',-0.740
'0:43.464',-0.755
'0:43.467',-0.750
'0:43.469',-0.750
'0:43.472',-0.760
'0:43.475',-0.770
'0:43.478',-0.775
'0:43.481',-0.785
'0:43.483',-0.785
'0:43.486',-0.780
'0:43.489',-0.775
'0:43.492',-0.780
'0:43.494',-0.775
'0:43.497',-0.780
'0:43.500',-0.765
'0:43.503',-0.770
'0:43.506',-0.785
'0:43.508',-0.790
'0:43.511',-0.805
'0:43.514',-0.805
'0:43.517',-0.805
'0:43.519',-0.810
'0:43.522',-0.805
'0:43.525',-0.790
'0:43.528',-0.790
'0:43.531',-0.785
'0:43.533',-0.785
'0:43.536',-0.795
'0:43.539',-0.800
'0:43.542',-0.805
'0:43.544',-0.795
'0:43.547',-0.800
'0:43.550',-0.805
'0:43.553',-0.800
'0:43.556',-0.800
'0:43.558',-0.800
'0:43.561',-0.795
'0:43.564',-0.775
'0:43.567',-0.785
'0:43.569',-0.785
'0:43.572',-0.785
'0:43.575',-0.790
'0:43.578',-0.785
'0:43.581',-0.790
'0:43.583',-0.775
'0:43.586',-0.770
'0:43.589',-0.745
'0:43.592',-0.725
'0:43.594',-0.705
'0:43.597',-0.685
'0:43.600',-0.685
'0:43.603',-0.675
'0:43.606',-0.690
'0:43.608',-0.695
'0:43.611',-0.705
'0:43.614',-0.710
'0:43.617',-0.715
'0:43.619',-0.710
'0:43.622',-0.700
'0:43.625',-0.690
'0:43.628',-0.670
'0:43.631',-0.645
'0:43.633',-0.650
'0:43.636',-0.665
'0:43.639',-0.690
'0:43.642',-0.720
'0:43.644',-0.745
'0:43.647',-0.765
